negatives
"frozenset({'P47712', 'KitReceptor', 'P63092'})"
"frozenset({'KitReceptor', 'O43921', 'P20936'})"
"frozenset({'P19388', 'KitReceptor', 'Q8N7H5'})"
"frozenset({'KitReceptor', 'Q9C0C7', 'Q99627'})"
"frozenset({'P61981', 'KitReceptor', 'O43524'})"
"frozenset({'Q9NPF7', 'KitReceptor', 'P32927'})"
"frozenset({'P11413', 'KitReceptor', 'Q13630'})"
"frozenset({'P02751', 'KitReceptor', 'Q96KQ7'})"
"frozenset({'Q9P2W3', 'KitReceptor', 'P54619'})"
"frozenset({'Q8IWV8', 'P54886', 'KitReceptor'})"
"frozenset({'P35226', 'P23771', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P41597', 'P13501'})"
"frozenset({'KitReceptor', 'Q5TD97', 'Q14192'})"
"frozenset({'P62937', 'KitReceptor', 'Q66K64'})"
"frozenset({'Q9HBG6', 'Q9P2L0', 'KitReceptor'})"
"frozenset({'Q8IYT8', 'P17041', 'KitReceptor'})"
"frozenset({'Q16576', 'KitReceptor', 'P27707'})"
"frozenset({'KitReceptor', 'Q9P0K7', 'Q14676'})"
"frozenset({'Q9BZD4', 'KitReceptor', 'Q9UKL0'})"
"frozenset({'P00533', 'KitReceptor', 'O14617'})"
"frozenset({'Q8WZ84', 'P17612', 'KitReceptor'})"
"frozenset({'O43255', 'P62837', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9H492', 'Q8TBP0'})"
"frozenset({'KitReceptor', 'Q9P1F3', 'Q68CZ1'})"
"frozenset({'KitReceptor', 'A8MQ03', 'Q6L8G8'})"
"frozenset({'Q9H4B7', 'KitReceptor', 'Q9UBW7'})"
"frozenset({'P05452', 'KitReceptor', 'P05783'})"
"frozenset({'P78371', 'KitReceptor', 'Q9BQE3'})"
"frozenset({'KitReceptor', 'Q96JJ3', 'P62993'})"
"frozenset({'Q9UNQ0', 'KitReceptor', 'O60245'})"
"frozenset({'KitReceptor', 'P23246', 'Q16526'})"
"frozenset({'KitReceptor', 'Q9BWH6', 'P0CAP1'})"
"frozenset({'KitReceptor', 'Q15025', 'Q96EZ8'})"
"frozenset({'KitReceptor', 'P78332', 'P09651'})"
"frozenset({'KitReceptor', 'Q13595', 'Q99459'})"
"frozenset({'KitReceptor', 'O00487', 'Q5HYA8'})"
"frozenset({'P08473', 'KitReceptor', 'Q6P587'})"
"frozenset({'Q9NX20', 'KitReceptor', 'Q13084'})"
"frozenset({'P62140', 'KitReceptor', 'Q16821'})"
"frozenset({'Q14257', 'KitReceptor', 'O14980'})"
"frozenset({'KitReceptor', 'P27694', 'Q15233'})"
"frozenset({'P34897', 'KitReceptor', 'Q13616'})"
"frozenset({'Q92736', 'KitReceptor', 'P21817'})"
"frozenset({'O75955', 'KitReceptor', 'P61221'})"
"frozenset({'KitReceptor', 'P27694', 'P35240'})"
"frozenset({'KitReceptor', 'Q14376', 'Q96GG9'})"
"frozenset({'Q96AQ6', 'KitReceptor', 'O43765'})"
"frozenset({'P15976', 'KitReceptor', 'Q16659'})"
"frozenset({'KitReceptor', 'Q04637', 'P01106'})"
"frozenset({'KitReceptor', 'P01011', 'O75364'})"
"frozenset({'O43747', 'P61966', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q30KQ5', 'O75360'})"
"frozenset({'P14136', 'KitReceptor', 'P41219'})"
"frozenset({'P49746', 'KitReceptor', 'Q71U36'})"
"frozenset({'P58107', 'KitReceptor', 'Q9UQ35'})"
"frozenset({'P58549', 'KitReceptor', 'P02649'})"
"frozenset({'KitReceptor', 'Q96EG3', 'P60410'})"
"frozenset({'KitReceptor', 'Q9BQ39', 'O00567'})"
"frozenset({'Q13530', 'KitReceptor', 'Q99623'})"
"frozenset({'Q9H7J1', 'KitReceptor', 'Q15349'})"
"frozenset({'KitReceptor', 'Q12824', 'Q969G3'})"
"frozenset({'KitReceptor', 'P53350', 'P36507'})"
"frozenset({'KitReceptor', 'Q8WZ79', 'Q8NB90'})"
"frozenset({'KitReceptor', 'P47897', 'P62333'})"
"frozenset({'KitReceptor', 'A1A4S6', 'P84095'})"
"frozenset({'P10275', 'P17676', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P62166', 'O75084'})"
"frozenset({'KitReceptor', 'P13612', 'Q92973'})"
"frozenset({'KitReceptor', 'Q15785', 'Q7L3B6'})"
"frozenset({'Q9BYE7', 'KitReceptor', 'Q8TF50'})"
"frozenset({'KitReceptor', 'Q13342', 'Q13526'})"
"frozenset({'Q9NYY1', 'KitReceptor', 'Q13261'})"
"frozenset({'Q6ZNA4', 'KitReceptor', 'Q9H6T0'})"
"frozenset({'KitReceptor', 'Q69YH5', 'O95243'})"
"frozenset({'KitReceptor', 'Q5JTZ9', 'Q9UKB1'})"
"frozenset({'KitReceptor', 'P55081', 'O15042'})"
"frozenset({'Q96LA8', 'KitReceptor', 'Q13522'})"
"frozenset({'Q6A162', 'KitReceptor', 'Q9H257'})"
"frozenset({'KitReceptor', 'Q13573', 'P39019'})"
"frozenset({'O43638', 'KitReceptor', 'P30154'})"
"frozenset({'P36952', 'KitReceptor', 'P68104'})"
"frozenset({'P82933', 'KitReceptor', 'Q9UGY1'})"
"frozenset({'P04150', 'KitReceptor', 'Q96GM5'})"
"frozenset({'Q8N3V7', 'KitReceptor', 'P62070'})"
"frozenset({'KitReceptor', 'Q92905', 'Q08J23'})"
"frozenset({'Q92698', 'KitReceptor', 'Q9H7U1'})"
"frozenset({'Q9UBS0', 'KitReceptor', 'Q92499'})"
"frozenset({'KitReceptor', 'Q9BQB6', 'Q14442'})"
"frozenset({'P19388', 'KitReceptor', 'P62136'})"
"frozenset({'P19438', 'P62987', 'KitReceptor'})"
"frozenset({'P59991', 'KitReceptor', 'Q8IYN0'})"
"frozenset({'P17480', 'P68400', 'KitReceptor'})"
"frozenset({'Q00610', 'KitReceptor', 'Q6UXN8'})"
"frozenset({'KitReceptor', 'O43318', 'O95819'})"
"frozenset({'Q9NRR4', 'KitReceptor', 'P62993'})"
"frozenset({'KitReceptor', 'O75096', 'P50552'})"
"frozenset({'O75396', 'Q9P2R7', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P16220', 'P81877'})"
"frozenset({'O95817', 'KitReceptor', 'O14579'})"
"frozenset({'KitReceptor', 'P27986', 'P05556'})"
"frozenset({'P04629', 'KitReceptor', 'Q9BXS5'})"
"frozenset({'Q8TAV4', 'O00526', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q14103', 'Q12906'})"
"frozenset({'P48764', 'KitReceptor', 'Q96PU5'})"
"frozenset({'P68104', 'KitReceptor', 'O00231'})"
"frozenset({'Q9H0F6', 'P21580', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q5SVZ6', 'Q96RS0'})"
"frozenset({'P49721', 'KitReceptor', 'P13612'})"
"frozenset({'Q9Y3E0', 'KitReceptor', 'Q969G5'})"
"frozenset({'O95782', 'KitReceptor', 'Q8NBJ4'})"
"frozenset({'O60260', 'P49006', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P98164', 'Q5GAN3'})"
"frozenset({'KitReceptor', 'Q9Y6E2', 'P49841'})"
"frozenset({'Q8NGM9', 'KitReceptor', 'P62873'})"
"frozenset({'KitReceptor', 'Q16537', 'O14503'})"
"frozenset({'O14641', 'KitReceptor', 'P50148'})"
"frozenset({'Q05048', 'KitReceptor', 'Q9P2I0'})"
"frozenset({'Q9C0F1', 'KitReceptor', 'Q9UPN7'})"
"frozenset({'P11473', 'KitReceptor', 'Q92793'})"
"frozenset({'Q96C92', 'O00444', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P16989', 'Q96DB2'})"
"frozenset({'Q9H079', 'KitReceptor', 'O43379'})"
"frozenset({'Q9BRK5', 'KitReceptor', 'Q14849'})"
"frozenset({'KitReceptor', 'Q14525', 'P43686'})"
"frozenset({'KitReceptor', 'Q96DZ1', 'Q969N2'})"
"frozenset({'P04629', 'P50502', 'KitReceptor'})"
"frozenset({'Q03519', 'KitReceptor', 'Q03518'})"
"frozenset({'KitReceptor', 'P31943', 'O43390'})"
"frozenset({'P61764', 'KitReceptor', 'O75558'})"
"frozenset({'P07199', 'KitReceptor', 'P24522'})"
"frozenset({'KitReceptor', 'Q6NUS6', 'Q9NYU2'})"
"frozenset({'O14556', 'Q00987', 'KitReceptor'})"
"frozenset({'P78318', 'KitReceptor', 'P50991'})"
"frozenset({'P49407', 'KitReceptor', 'Q96R69'})"
"frozenset({'P63173', 'KitReceptor', 'Q9UGJ1'})"
"frozenset({'KitReceptor', 'P80303', 'Q9BUF5'})"
"frozenset({'KitReceptor', 'Q13045', 'O95758'})"
"frozenset({'P62714', 'P01111', 'KitReceptor'})"
"frozenset({'Q4VCS5', 'KitReceptor', 'Q8N3R9'})"
"frozenset({'Q9Y297', 'KitReceptor', 'P47736'})"
"frozenset({'Q9BQK8', 'KitReceptor', 'Q9BPZ7'})"
"frozenset({'KitReceptor', 'Q7Z3S9', 'Q8NE62'})"
"frozenset({'KitReceptor', 'P06241', 'Q9UJV9'})"
"frozenset({'KitReceptor', 'P13612', 'P63104'})"
"frozenset({'P06239', 'KitReceptor', 'P14784'})"
"frozenset({'P26717', 'KitReceptor', 'P30443'})"
"frozenset({'KitReceptor', 'Q9P2S5', 'P62879'})"
"frozenset({'Q9H2B2', 'KitReceptor', 'Q14596'})"
"frozenset({'Q12873', 'KitReceptor', 'O60216'})"
"frozenset({'Q9GZQ8', 'KitReceptor', 'Q99714'})"
"frozenset({'KitReceptor', 'Q9NP79', 'Q14596'})"
"frozenset({'Q6NUN9', 'KitReceptor', 'Q15233'})"
"frozenset({'P60369', 'KitReceptor', 'Q8N143'})"
"frozenset({'Q9BYV2', 'Q9BWG6', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P51178', 'Q96GM5'})"
"frozenset({'Q7Z3Y8', 'KitReceptor', 'Q15561'})"
"frozenset({'Q7Z5R6', 'KitReceptor', 'P07737'})"
"frozenset({'Q03518', 'P08047', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9UQL6', 'Q9UMS4'})"
"frozenset({'Q6A162', 'KitReceptor', 'Q8IYX1'})"
"frozenset({'Q9GZR7', 'KitReceptor', 'P11021'})"
"frozenset({'KitReceptor', 'P53621', 'P35606'})"
"frozenset({'Q96EQ0', 'KitReceptor', 'O75084'})"
"frozenset({'Q96SF7', 'KitReceptor', 'O95231'})"
"frozenset({'Q96BN2', 'KitReceptor', 'P04637'})"
"frozenset({'Q8TCJ0', 'KitReceptor', 'P50991'})"
"frozenset({'Q9BVP2', 'P27635', 'KitReceptor'})"
"frozenset({'P11229', 'KitReceptor', 'P50151'})"
"frozenset({'Q15717', 'KitReceptor', 'P83111'})"
"frozenset({'P27708', 'Q9NRC8', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q99873', 'O95947'})"
"frozenset({'Q8IXW5', 'KitReceptor', 'O95684'})"
"frozenset({'Q9H9H4', 'KitReceptor', 'Q8TBB1'})"
"frozenset({'KitReceptor', 'Q8IVV2', 'O75157'})"
"frozenset({'Q9UBR2', 'KitReceptor', 'P55957'})"
"frozenset({'KitReceptor', 'Q9Y2A9', 'Q7Z4R8'})"
"frozenset({'P30048', 'P19438', 'KitReceptor'})"
"frozenset({'Q58DX5', 'P04626', 'KitReceptor'})"
"frozenset({'Q13418', 'KitReceptor', 'P48431'})"
"frozenset({'Q92608', 'KitReceptor', 'Q9BWT7'})"
"frozenset({'Q13330', 'P32249', 'KitReceptor'})"
"frozenset({'Q13255', 'KitReceptor', 'O95837'})"
"frozenset({'Q9Y6I9', 'KitReceptor', 'Q9NV96'})"
"frozenset({'KitReceptor', 'Q9NZL4', 'Q15435'})"
"frozenset({'P12956', 'KitReceptor', 'P62070'})"
"frozenset({'KitReceptor', 'P50553', 'P31314'})"
"frozenset({'KitReceptor', 'Q9H6X2', 'P11498'})"
"frozenset({'P17612', 'Q96S59', 'KitReceptor'})"
"frozenset({'P61073', 'KitReceptor', 'O60603'})"
"frozenset({'KitReceptor', 'Q96HA8', 'P78358'})"
"frozenset({'KitReceptor', 'P21333', 'Q01082'})"
"frozenset({'P49746', 'KitReceptor', 'O00443'})"
"frozenset({'Q9Y2R2', 'KitReceptor', 'P49759'})"
"frozenset({'Q8N1Q8', 'KitReceptor', 'Q9Y2V2'})"
"frozenset({'Q969G6', 'KitReceptor', 'P30086'})"
"frozenset({'P29317', 'P21781', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P30480', 'P23284'})"
"frozenset({'P21912', 'KitReceptor', 'Q96S52'})"
"frozenset({'O60260', 'P37840', 'KitReceptor'})"
"frozenset({'Q14315', 'O75578', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9Y2R0', 'P00403'})"
"frozenset({'KitReceptor', 'Q8TEK3', 'Q9BQ67'})"
"frozenset({'KitReceptor', 'P20929', 'P28482'})"
"frozenset({'KitReceptor', 'P81877', 'Q00534'})"
"frozenset({'KitReceptor', 'Q9HAU4', 'P36896'})"
"frozenset({'Q92570', 'KitReceptor', 'O95343'})"
"frozenset({'Q14524', 'P0DP25', 'KitReceptor'})"
"frozenset({'Q14139', 'KitReceptor', 'Q01113'})"
"frozenset({'KitReceptor', 'O15239', 'P03901'})"
"frozenset({'P19525', 'KitReceptor', 'Q15172'})"
"frozenset({'KitReceptor', 'Q92859', 'Q8WZ42'})"
"frozenset({'KitReceptor', 'Q8NI27', 'Q8TBF4'})"
"frozenset({'KitReceptor', 'Q6UVK1', 'P61077'})"
"frozenset({'Q9UIS9', 'KitReceptor', 'O75928'})"
"frozenset({'KitReceptor', 'P30480', 'P21796'})"
"frozenset({'P30048', 'KitReceptor', 'Q06830'})"
"frozenset({'P12956', 'KitReceptor', 'P78545'})"
"frozenset({'Q9UHD0', 'KitReceptor', 'P31785'})"
"frozenset({'Q9H0R8', 'KitReceptor', 'Q13310'})"
"frozenset({'KitReceptor', 'Q92731', 'Q9P2M7'})"
"frozenset({'KitReceptor', 'Q08379', 'Q6PF18'})"
"frozenset({'Q6A162', 'KitReceptor', 'Q13526'})"
"frozenset({'KitReceptor', 'Q9P0N5', 'Q16625'})"
"frozenset({'Q9H7L9', 'KitReceptor', 'P09455'})"
"frozenset({'P17081', 'KitReceptor', 'P85298'})"
"frozenset({'P00813', 'A5A3E0', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P22694', 'A8MYU2'})"
"frozenset({'Q99750', 'KitReceptor', 'O76003'})"
"frozenset({'Q12933', 'KitReceptor', 'Q08495'})"
"frozenset({'KitReceptor', 'Q8N146', 'O60262'})"
"frozenset({'KitReceptor', 'Q13489', 'Q13568'})"
"frozenset({'Q13765', 'KitReceptor', 'Q9H0W5'})"
"frozenset({'O94907', 'KitReceptor', 'O75581'})"
"frozenset({'KitReceptor', 'O60674', 'Q14469'})"
"frozenset({'Q9NQH7', 'KitReceptor', 'Q8WV93'})"
"frozenset({'KitReceptor', 'P19878', 'P10914'})"
"frozenset({'Q9NPH3', 'Q01638', 'KitReceptor'})"
"frozenset({'P02768', 'KitReceptor', 'Q9Y383'})"
"frozenset({'KitReceptor', 'Q9UDV6', 'Q14192'})"
"frozenset({'Q6FIF0', 'KitReceptor', 'Q9Y6I4'})"
"frozenset({'KitReceptor', 'P22607', 'Q00722'})"
"frozenset({'P53365', 'KitReceptor', 'P63000'})"
"frozenset({'P31153', 'KitReceptor', 'P63279'})"
"frozenset({'P07900', 'KitReceptor', 'Q96QS6'})"
"frozenset({'KitReceptor', 'P08727', 'O75022'})"
"frozenset({'P62805', 'O95251', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q05655', 'Q04206'})"
"frozenset({'KitReceptor', 'O95685', 'Q13522'})"
"frozenset({'KitReceptor', 'O43291', 'P23258'})"
"frozenset({'Q6NUN9', 'P62906', 'KitReceptor'})"
"frozenset({'O60684', 'KitReceptor', 'P39687'})"
"frozenset({'Q9Y297', 'KitReceptor', 'Q68CJ9'})"
"frozenset({'O14965', 'KitReceptor', 'Q13084'})"
"frozenset({'KitReceptor', 'P61244', 'P43246'})"
"frozenset({'KitReceptor', 'Q15744', 'P02788'})"
"frozenset({'Q9Y3D9', 'KitReceptor', 'Q96GG9'})"
"frozenset({'Q9UHD9', 'Q96NZ9', 'KitReceptor'})"
"frozenset({'Q9UKA4', 'KitReceptor', 'P53611'})"
"frozenset({'O75530', 'Q9UHX1', 'KitReceptor'})"
"frozenset({'P49257', 'KitReceptor', 'P30450'})"
"frozenset({'KitReceptor', 'O94806', 'P10515'})"
"frozenset({'KitReceptor', 'P29692', 'O94886'})"
"frozenset({'Q15717', 'KitReceptor', 'Q86TP1'})"
"frozenset({'KitReceptor', 'Q96GD4', 'Q71U36'})"
"frozenset({'KitReceptor', 'Q32MZ4', 'P46940'})"
"frozenset({'P00533', 'KitReceptor', 'P21291'})"
"frozenset({'Q96Q83', 'KitReceptor', 'P11142'})"
"frozenset({'KitReceptor', 'Q38SD2', 'P00519'})"
"frozenset({'KitReceptor', 'P05067', 'P29083'})"
"frozenset({'P0C7P0', 'KitReceptor', 'Q7L0Y3'})"
"frozenset({'KitReceptor', 'P38432', 'Q96RS0'})"
"frozenset({'P08138', 'KitReceptor', 'P42338'})"
"frozenset({'Q99496', 'KitReceptor', 'Q9HCS7'})"
"frozenset({'Q9H222', 'KitReceptor', 'P16333'})"
"frozenset({'KitReceptor', 'O75153', 'Q9Y2A7'})"
"frozenset({'Q5VTR2', 'KitReceptor', 'P06899'})"
"frozenset({'P60228', 'KitReceptor', 'P19320'})"
"frozenset({'Q12888', 'KitReceptor', 'P63244'})"
"frozenset({'Q9H300', 'KitReceptor', 'Q9NS85'})"
"frozenset({'KitReceptor', 'Q92830', 'P40424'})"
"frozenset({'Q9BQK8', 'KitReceptor', 'Q8N122'})"
"frozenset({'KitReceptor', 'P55209', 'P49736'})"
"frozenset({'P50591', 'KitReceptor', 'Q92851'})"
"frozenset({'KitReceptor', 'P54132', 'P46100'})"
"frozenset({'Q6P158', 'KitReceptor', 'Q9BYQ2'})"
"frozenset({'KitReceptor', 'P26715', 'Q01453'})"
"frozenset({'KitReceptor', 'P50991', 'P61962'})"
"frozenset({'Q9NPI8', 'KitReceptor', 'Q8IYD8'})"
"frozenset({'KitReceptor', 'Q8IWL3', 'Q96JJ7'})"
"frozenset({'Q96Q27', 'KitReceptor', 'Q13617'})"
"frozenset({'P04075', 'KitReceptor', 'Q13617'})"
"frozenset({'KitReceptor', 'Q08379', 'Q7L5A3'})"
"frozenset({'Q9ULR0', 'Q9BW85', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O76014', 'O95678'})"
"frozenset({'P49407', 'KitReceptor', 'Q8IUE6'})"
"frozenset({'O15143', 'KitReceptor', 'Q01658'})"
"frozenset({'Q29974', 'KitReceptor', 'P01911'})"
"frozenset({'KitReceptor', 'Q0VD86', 'Q99447'})"
"frozenset({'Q05397', 'KitReceptor', 'P16581'})"
"frozenset({'Q96S94', 'KitReceptor', 'P19784'})"
"frozenset({'Q5TZK3', 'KitReceptor', 'Q9BYR5'})"
"frozenset({'KitReceptor', 'P23921', 'Q92973'})"
"frozenset({'Q9Y3Q3', 'KitReceptor', 'Q9NV96'})"
"frozenset({'Q05397', 'KitReceptor', 'P04275'})"
"frozenset({'P04628', 'Q6FHJ7', 'KitReceptor'})"
"frozenset({'P02647', 'P00450', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q29865', 'P43626'})"
"frozenset({'O60306', 'KitReceptor', 'Q96DI7'})"
"frozenset({'KitReceptor', 'O15230', 'Q16819'})"
"frozenset({'P35244', 'KitReceptor', 'P11940'})"
"frozenset({'Q8N490', 'KitReceptor', 'Q9UPT5'})"
"frozenset({'KitReceptor', 'Q86X19', 'O95185'})"
"frozenset({'P61006', 'Q66GS9', 'KitReceptor'})"
"frozenset({'O95817', 'Q8TDV5', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9NRC8', 'O60287'})"
"frozenset({'P38919', 'KitReceptor', 'Q16629'})"
"frozenset({'P40692', 'KitReceptor', 'Q15910'})"
"frozenset({'Q9UBU9', 'KitReceptor', 'Q9BV90'})"
"frozenset({'Q09472', 'KitReceptor', 'Q96RI1'})"
"frozenset({'KitReceptor', 'Q9UQ80', 'Q9BSB4'})"
"frozenset({'P98172', 'KitReceptor', 'Q9HAU4'})"
"frozenset({'Q9BX70', 'KitReceptor', 'Q8IWV7'})"
"frozenset({'Q9UNQ0', 'KitReceptor', 'Q16665'})"
"frozenset({'Q9BVG8', 'KitReceptor', 'Q07002'})"
"frozenset({'KitReceptor', 'P05412', 'P08670'})"
"frozenset({'Q9BRR8', 'Q14203', 'KitReceptor'})"
"frozenset({'P31939', 'KitReceptor', 'Q9Y375'})"
"frozenset({'O95352', 'KitReceptor', 'Q86VN1'})"
"frozenset({'P51805', 'P15153', 'KitReceptor'})"
"frozenset({'Q7Z6Z7', 'KitReceptor', 'Q13162'})"
"frozenset({'P17301', 'KitReceptor', 'P05106'})"
"frozenset({'KitReceptor', 'Q9Y2K1', 'O94776'})"
"frozenset({'KitReceptor', 'Q9UNZ2', 'Q07812'})"
"frozenset({'Q12834', 'KitReceptor', 'Q6ZW49'})"
"frozenset({'KitReceptor', 'Q9GZU5', 'Q7Z7A3'})"
"frozenset({'P84022', 'KitReceptor', 'Q93009'})"
"frozenset({'P49639', 'KitReceptor', 'Q0VD86'})"
"frozenset({'Q13418', 'KitReceptor', 'P05107'})"
"frozenset({'Q15828', 'KitReceptor', 'Q96BK5'})"
"frozenset({'P61981', 'Q05513', 'KitReceptor'})"
"frozenset({'O43513', 'KitReceptor', 'P29590'})"
"frozenset({'KitReceptor', 'O95394', 'Q13618'})"
"frozenset({'Q14164', 'KitReceptor', 'P35580'})"
"frozenset({'Q03405', 'Q11206', 'KitReceptor'})"
"frozenset({'P61218', 'KitReceptor', 'Q96MC6'})"
"frozenset({'O43865', 'KitReceptor', 'Q14562'})"
"frozenset({'Q01850', 'KitReceptor', 'O75069'})"
"frozenset({'O43684', 'KitReceptor', 'Q15019'})"
"frozenset({'KitReceptor', 'P02545', 'P35637'})"
"frozenset({'KitReceptor', 'O00154', 'P0C7T5'})"
"frozenset({'P60409', 'KitReceptor', 'Q9UKJ5'})"
"frozenset({'P60369', 'KitReceptor', 'Q9H270'})"
"frozenset({'KitReceptor', 'P11021', 'O75150'})"
"frozenset({'P14415', 'KitReceptor', 'P62269'})"
"frozenset({'Q15370', 'KitReceptor', 'Q86WU2'})"
"frozenset({'P49759', 'Q92551', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9UJV9', 'Q1KMD3'})"
"frozenset({'P08183', 'KitReceptor', 'Q99623'})"
"frozenset({'Q99525', 'KitReceptor', 'P0C0S5'})"
"frozenset({'KitReceptor', 'Q14055', 'P48039'})"
"frozenset({'KitReceptor', 'Q9NR28', 'O15392'})"
"frozenset({'Q14982', 'KitReceptor', 'P42858'})"
"frozenset({'Q5TGZ0', 'KitReceptor', 'Q9Y2Q3'})"
"frozenset({'Q9BRQ0', 'Q6VAB6', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9HAU0', 'Q9Y4Z0'})"
"frozenset({'KitReceptor', 'P80217', 'Q16520'})"
"frozenset({'P21802', 'KitReceptor', 'Q15389'})"
"frozenset({'P46060', 'KitReceptor', 'Q9BUI4'})"
"frozenset({'O15269', 'KitReceptor', 'Q9NUV7'})"
"frozenset({'P25789', 'KitReceptor', 'P62979'})"
"frozenset({'KitReceptor', 'Q9BQ69', 'Q12996'})"
"frozenset({'Q5HYN5', 'KitReceptor', 'P0DMU9'})"
"frozenset({'Q7Z6Z7', 'KitReceptor', 'Q9Y265'})"
"frozenset({'KitReceptor', 'Q2M2Z5', 'Q15154'})"
"frozenset({'P46527', 'KitReceptor', 'Q15139'})"
"frozenset({'P59991', 'Q7Z698', 'KitReceptor'})"
"frozenset({'Q96LR2', 'KitReceptor', 'O95721'})"
"frozenset({'O95347', 'KitReceptor', 'Q6IBW4'})"
"frozenset({'P16871', 'KitReceptor', 'P52333'})"
"frozenset({'Q70J99', 'P11413', 'KitReceptor'})"
"frozenset({'P07996', 'KitReceptor', 'P16144'})"
"frozenset({'KitReceptor', 'O96013', 'P62745'})"
"frozenset({'Q9Y4P1', 'KitReceptor', 'Q9H0Y0'})"
"frozenset({'Q96BK5', 'Q9UNL2', 'KitReceptor'})"
"frozenset({'P53634', 'KitReceptor', 'P45983'})"
"frozenset({'P58107', 'KitReceptor', 'Q8NA72'})"
"frozenset({'P20062', 'KitReceptor', 'P05067'})"
"frozenset({'Q9H2C0', 'KitReceptor', 'Q1MSJ5'})"
"frozenset({'Q14247', 'KitReceptor', 'P35241'})"
"frozenset({'Q13257', 'KitReceptor', 'Q9UJX5'})"
"frozenset({'KitReceptor', 'P43146', 'P55211'})"
"frozenset({'KitReceptor', 'Q14802', 'O75376'})"
"frozenset({'P01100', 'KitReceptor', 'P11831'})"
"frozenset({'Q15406', 'KitReceptor', 'Q15788'})"
"frozenset({'KitReceptor', 'Q96Q27', 'Q13309'})"
"frozenset({'KitReceptor', 'P52272', 'O94776'})"
"frozenset({'Q96IW2', 'Q8TAK6', 'KitReceptor'})"
"frozenset({'P12004', 'KitReceptor', 'Q7Z6E9'})"
"frozenset({'KitReceptor', 'P40337', 'Q8NBJ5'})"
"frozenset({'KitReceptor', 'Q9NWT6', 'Q06547'})"
"frozenset({'P62508', 'KitReceptor', 'O75386'})"
"frozenset({'KitReceptor', 'Q96FQ7', 'P14373'})"
"frozenset({'KitReceptor', 'P09661', 'P67809'})"
"frozenset({'KitReceptor', 'O14562', 'Q01844'})"
"frozenset({'Q9Y3B7', 'KitReceptor', 'Q86VP6'})"
