NODEID	prize
VPS72_HUMAN	2.093004073260828
MKRN2_HUMAN	2.093004073260828
NKAP1_HUMAN	2.093004073260828
L2GL1_HUMAN	2.093004073260828
RS6_HUMAN	2.093004073260828
SFSWA_HUMAN	2.093004073260828
ULK1_HUMAN	2.093004073260828
E9PN89_HUMAN	2.093004073260828
SYMPK_HUMAN	2.093004073260828
RS27A_HUMAN	2.093004073260828
PRCC_HUMAN	2.093004073260828
EDC3_HUMAN	2.093004073260828
RRAGC_HUMAN	2.093004073260828
TCOF_HUMAN	2.093004073260828
F8W7T1_HUMAN	2.093004073260828
PPM1H_HUMAN	2.093004073260828
KI18B_HUMAN	2.093004073260828
CE350_HUMAN	2.091231409713808
KNL1_HUMAN	2.091231409713808
CSKI2_HUMAN	2.091231409713808
UBP24_HUMAN	2.091231409713808
SIN3B_HUMAN	2.091231409713808
AAAT_HUMAN	2.091231409713808
PB1_HUMAN	2.091231409713808
ARGL1_HUMAN	2.091231409713808
CCD92_HUMAN	2.091231409713808
E7EQT4_HUMAN	2.091231409713808
BUD13_HUMAN	2.091231409713808
FNBP4_HUMAN	2.091231409713808
SUMO2_HUMAN	2.091231409713808
ROAA_HUMAN	2.091231409713808
MAST3_HUMAN	2.091231409713808
UFL1_HUMAN	2.091231409713808
GNL1_HUMAN	2.0892707200089293
Q9HBD4_HUMAN	2.0892707200089293
SF3B5_HUMAN	2.0844344915355792
SEM4D_HUMAN	2.0844344915355792
AN32B_HUMAN	2.081399852781724
SCAF4_HUMAN	2.080073763404992
SMRC2_HUMAN	2.0770885338720166
NUMA1_HUMAN	2.0741363450505035
UBE2T_HUMAN	2.0741363450505035
E7EVA0_HUMAN	2.0741363450505035
H9KVB4_HUMAN	2.0741363450505035
E9PG73_HUMAN	2.0741363450505035
OBI1_HUMAN	2.0741363450505035
NCOA5_HUMAN	2.0741363450505035
CUX1_HUMAN	2.0741363450505035
MTOR_HUMAN	2.0741363450505035
TPX2_HUMAN	2.0741363450505035
ADDB_HUMAN	2.0741363450505035
YTDC1_HUMAN	2.0741363450505035
ARP19_HUMAN	2.0741363450505035
LZTS1_HUMAN	2.0741363450505035
SMRCD_HUMAN	2.0741363450505035
SNW1_HUMAN	2.0741363450505035
S39A7_HUMAN	2.0741363450505035
PHB2_HUMAN	2.0741363450505035
WBP4_HUMAN	2.0741363450505035
SPD2B_HUMAN	2.0741363450505035
AB1IP_HUMAN	2.0741363450505035
DNJB2_HUMAN	2.0741363450505035
TF3C1_HUMAN	2.0741363450505035
PNM8A_HUMAN	2.0741363450505035
COF1_HUMAN	2.0741363450505035
IWS1_HUMAN	2.0741363450505035
RHG01_HUMAN	2.0741363450505035
PLEC_HUMAN	2.0741363450505035
RN168_HUMAN	2.0741363450505035
DDX21_HUMAN	2.0741363450505035
NSD2_HUMAN	2.0741363450505035
F5H7W8_HUMAN	2.0741363450505035
PHF20_HUMAN	2.0741363450505035
PR38B_HUMAN	2.0741363450505035
MNX1_HUMAN	2.0741363450505035
ELF1_HUMAN	2.0741363450505035
ZC3C1_HUMAN	2.0741363450505035
CTCF_HUMAN	2.0741363450505035
E7ESS2_HUMAN	2.0741363450505035
EPN4_HUMAN	2.0741363450505035
RAB1A_HUMAN	2.0741363450505035
TP53B_HUMAN	2.0741363450505035
RBP2_HUMAN	2.0713486005782946
RBM5_HUMAN	2.0713486005782946
KMT2C_HUMAN	2.0713486005782946
A0A087WUE4_HUMAN	2.0713486005782946
T22D4_HUMAN	2.0713486005782946
C9JCC6_HUMAN	2.070445474815505
K2C1_HUMAN	2.070445474815505
GRAP2_HUMAN	2.0694380337606075
CBX5_HUMAN	2.0694380337606075
ARI4A_HUMAN	2.0694380337606075
CIR1_HUMAN	2.066314476087648
TEX2_HUMAN	2.066247893108421
TNR8_HUMAN	2.06313711752553
BC11B_HUMAN	2.063074993592968
G5E9I4_HUMAN	2.057475184452913
AMPD2_HUMAN	2.057475184452913
JIP4_HUMAN	2.057475184452913
BAG4_HUMAN	2.057475184452913
NAB1_HUMAN	2.057475184452913
SCAFB_HUMAN	2.057475184452913
2A5E_HUMAN	2.053529256826423
CYTSA_HUMAN	2.053529256826423
LIMA1_HUMAN	2.053529256826423
DCP2_HUMAN	2.0479931944263523
MCM4_HUMAN	2.0479931944263523
BCLF1_HUMAN	2.047635344122845
F110C_HUMAN	2.047635344122845
CCAR2_HUMAN	2.047635344122845
AAK1_HUMAN	2.047635344122845
A0A0C4DGT3_HUMAN	2.047635344122845
ARP10_HUMAN	2.047635344122845
RHPN2_HUMAN	2.047635344122845
TPIS_HUMAN	2.0443402002488544
NU107_HUMAN	2.0437288702099448
ARHG7_HUMAN	2.036554522091055
NEK1_HUMAN	2.036554522091055
SAC2_HUMAN	2.036554522091055
HECD1_HUMAN	2.036554522091055
A0A075B7F8_HUMAN	2.0258840676012166
FKBP4_HUMAN	2.0258840676012166
NUCKS_HUMAN	2.0238476248551227
NOPC1_HUMAN	2.023668755442608
TPD54_HUMAN	2.023668755442608
LEMD2_HUMAN	2.019570825094521
NFAC2_HUMAN	2.019474619149151
ATIF1_HUMAN	2.0162849025813614
CIAO1_HUMAN	2.0162849025813614
TBP_HUMAN	2.0162849025813614
CC020_HUMAN	2.0162849025813614
LAR1B_HUMAN	2.0162849025813614
MDN1_HUMAN	2.0162849025813614
ABL2_HUMAN	2.010141366952319
BTF3_HUMAN	2.0096256649264213
J3QS41_HUMAN	2.0060888000963253
SUGP1_HUMAN	2.00501153904742
TSH1_HUMAN	2.00501153904742
H0YLM1_HUMAN	2.004925899348196
GOLP3_HUMAN	2.004925899348196
TANC1_HUMAN	2.003893158665265
DNMT1_HUMAN	2.001547002460393
S26A2_HUMAN	2.001547002460393
MSL1_HUMAN	2.001547002460393
DDX23_HUMAN	2.001547002460393
KLC4_HUMAN	2.001547002460393
TOPK_HUMAN	2.001547002460393
RFIP1_HUMAN	2.001547002460393
4ET_HUMAN	2.001547002460393
TAGL2_HUMAN	2.0000647481974987
CAF1A_HUMAN	2.0000647481974987
SMBP2_HUMAN	2.0000647481974987
B7ZL14_HUMAN	1.999364734545024
GON4L_HUMAN	1.999364734545024
DDX3X_HUMAN	1.999364734545024
MYC_HUMAN	1.995364993831002
RPGF1_HUMAN	1.995364993831002
CD7_HUMAN	1.9952164715454883
APOB_HUMAN	1.9952164715454883
CBPN_HUMAN	1.992890123029605
GAPD1_HUMAN	1.9917206849966784
RIF1_HUMAN	1.9917206849966784
DEFI6_HUMAN	1.9917206849966784
CHERP_HUMAN	1.9917206849966784
PARN_HUMAN	1.9917206849966784
NIPBL_HUMAN	1.9917206849966784
S25A3_HUMAN	1.991375722886299
KTNA1_HUMAN	1.991375722886299
HMGN3_HUMAN	1.991375722886299
RUFY1_HUMAN	1.9856617408191743
DUS3_HUMAN	1.978294679290043
PDS5A_HUMAN	1.9775401751552404
HXB4_HUMAN	1.9750550166567504
ICE1_HUMAN	1.9750550166567504
SC61B_HUMAN	1.969143829670624
CENPF_HUMAN	1.969143829670624
H0YL70_HUMAN	1.968302933471068
SC22B_HUMAN	1.960187609399384
ZN644_HUMAN	1.9556137936327185
OCAD2_HUMAN	1.9486769534370176
NEXN_HUMAN	1.9481548894726344
CE022_HUMAN	1.9480945422071272
LASP1_HUMAN	1.9480945422071272
ZC3H4_HUMAN	1.9470950307992143
PCBP1_HUMAN	1.944984803261588
UBP31_HUMAN	1.9445373394280647
SETD2_HUMAN	1.9434305219033925
FBX41_HUMAN	1.9434305219033925
ZRAB2_HUMAN	1.9434305219033925
CLAP2_HUMAN	1.9434305219033925
RBCC1_HUMAN	1.9434305219033925
RNF10_HUMAN	1.9418115434283745
ATG9A_HUMAN	1.9415669480747133
HNRL2_HUMAN	1.9415669480747133
TCPB_HUMAN	1.9368901870733024
ARHG6_HUMAN	1.9368901870733024
UBR5_HUMAN	1.9368901870733024
RFC1_HUMAN	1.9368901870733024
F5H0R1_HUMAN	1.9368901870733024
IRX1_HUMAN	1.9368901870733024
PRP16_HUMAN	1.9368901870733024
PRKDC_HUMAN	1.9340489974114472
RHG25_HUMAN	1.9340489974114472
TICRR_HUMAN	1.9340489974114472
A0A1B0GV45_HUMAN	1.9340489974114472
JARD2_HUMAN	1.9340489974114472
EEPD1_HUMAN	1.9340489974114472
PININ_HUMAN	1.9340489974114472
2A5A_HUMAN	1.9323419277671952
PI4KB_HUMAN	1.9323419277671952
OSB11_HUMAN	1.9323419277671952
IMA1_HUMAN	1.9323419277671952
DOT1L_HUMAN	1.9301631333073044
V5IRT4_HUMAN	1.928795297583716
TYB4_HUMAN	1.9283777316613235
DEN4B_HUMAN	1.9271301716229812
A0A0U1RRM6_HUMAN	1.9271301716229812
RRP1_HUMAN	1.9271301716229812
LSM12_HUMAN	1.9254733389302685
NEMF_HUMAN	1.9254733389302685
ATRX_HUMAN	1.9217182069478531
NCBP3_HUMAN	1.9217182069478531
J3KMZ8_HUMAN	1.918483687108067
CCNK_HUMAN	1.9177379301127877
FYB1_HUMAN	1.9177379301127877
SENP3_HUMAN	1.9177379301127877
A0A0C4DFX9_HUMAN	1.9177379301127877
LAR4B_HUMAN	1.9177379301127877
ATAD5_HUMAN	1.9177379301127877
KNOP1_HUMAN	1.9177379301127877
TF3B_HUMAN	1.9177379301127877
PYR1_HUMAN	1.9177379301127877
NU188_HUMAN	1.9177379301127877
PNISR_HUMAN	1.9134882382668332
PACS1_HUMAN	1.9134882382668332
A0A0A0MRV0_HUMAN	1.912601619901632
ZN318_HUMAN	1.912601619901632
PHIP_HUMAN	1.912601619901632
DYR1A_HUMAN	1.9125880555053756
C9J2V2_HUMAN	1.9125880555053756
CAF1B_HUMAN	1.9125880555053756
MTSS2_HUMAN	1.9125880555053756
G5E9M7_HUMAN	1.9125880555053756
DCP1B_HUMAN	1.9125880555053756
DSN1_HUMAN	1.90964677968256
EF2K_HUMAN	1.90964677968256
VINEX_HUMAN	1.90964677968256
SR140_HUMAN	1.9092246320613344
PEA15_HUMAN	1.906810259700644
ZC3H1_HUMAN	1.906810259700644
SKA3_HUMAN	1.906810259700644
MRP_HUMAN	1.9064228740215896
KAT6A_HUMAN	1.9056028560293767
SAMTR_HUMAN	1.8994200131133023
TF3C2_HUMAN	1.896650097868306
SNUT1_HUMAN	1.896650097868306
D6RIF6_HUMAN	1.8928651212222507
CLK3_HUMAN	1.8925827513787212
KTNB1_HUMAN	1.8925827513787212
RPGP2_HUMAN	1.883349235592444
NU133_HUMAN	1.8818650852676615
I3L0U5_HUMAN	1.8818650852676615
A0A140T9T7_HUMAN	1.87554278578986
MIA2_HUMAN	1.8721924141342208
BICD1_HUMAN	1.8721924141342208
G3V4K3_HUMAN	1.872162332032529
RRAGD_HUMAN	1.872162332032529
MFR1L_HUMAN	1.871047222852938
ZC3HE_HUMAN	1.869044120260192
DCAF1_HUMAN	1.869044120260192
CNOT3_HUMAN	1.868022236667097
API5_HUMAN	1.856455021578958
WIPF1_HUMAN	1.8554918125016648
GTF2I_HUMAN	1.8554918125016648
CAMP1_HUMAN	1.8554918125016648
DTBP1_HUMAN	1.8554918125016648
SEC62_HUMAN	1.8554918125016648
CATG_HUMAN	1.8553794198461877
HNRPF_HUMAN	1.8446537391239848
AAKB1_HUMAN	1.8446537391239848
DCAKD_HUMAN	1.8446537391239848
TREX1_HUMAN	1.8446537391239848
NASP_HUMAN	1.843796582675232
IKZF2_HUMAN	1.84325778310388
NKTR_HUMAN	1.8429899049403595
H0Y4E8_HUMAN	1.842425461713462
F8W0Q9_HUMAN	1.842425461713462
DCP1A_HUMAN	1.840430126933067
TMM11_HUMAN	1.8399900893860357
K1C16_HUMAN	1.839943247227828
A0A087X1R1_HUMAN	1.8380453078961316
NCOA2_HUMAN	1.8359056314622089
ZN335_HUMAN	1.8359056314622089
V9GYM8_HUMAN	1.8359056314622089
TNIP1_HUMAN	1.8359056314622089
TOM1_HUMAN	1.8359056314622089
NUP98_HUMAN	1.8290791644626692
DGCR8_HUMAN	1.827307091291376
RNF31_HUMAN	1.825511192580273
ATX2L_HUMAN	1.8190036768064892
K7ELC2_HUMAN	1.8159384695411844
ERIC1_HUMAN	1.8159384695411844
CDA7L_HUMAN	1.8159384695411844
HERC1_HUMAN	1.815501713477811
SPD2A_HUMAN	1.815501713477811
VP13B_HUMAN	1.815501713477811
SCD_HUMAN	1.815034017163588
TB22B_HUMAN	1.813795383823543
TRA2A_HUMAN	1.8134821764910776
ICAM2_HUMAN	1.812812980225904
PCNP_HUMAN	1.812812980225904
PDLI7_HUMAN	1.812812980225904
H2AX_HUMAN	1.8124777079272067
J3KPC5_HUMAN	1.8115344911869389
XRCC6_HUMAN	1.8115344911869389
ESYT2_HUMAN	1.8087656672268064
NCOA3_HUMAN	1.806211545700895
AKAP1_HUMAN	1.8053604267554
DLGP4_HUMAN	1.8046647169767465
MED1_HUMAN	1.8027453719934063
CCNF_HUMAN	1.8027453719934063
PRAG1_HUMAN	1.8027453719934063
T184B_HUMAN	1.8027453719934063
ANLN_HUMAN	1.8014868709712133
JKIP1_HUMAN	1.8014868709712133
B2CL2_HUMAN	1.8007998786172206
VPP2_HUMAN	1.7994284332160366
EP400_HUMAN	1.7992020816383725
MABP1_HUMAN	1.7992020816383725
DDA1_HUMAN	1.7992020816383725
YJU2B_HUMAN	1.796675590645714
LRRC1_HUMAN	1.795911398762831
MB12A_HUMAN	1.7940052918727143
NF1_HUMAN	1.7933085596410143
TFPT_HUMAN	1.7933085596410143
EF2_HUMAN	1.7933085596410143
RERE_HUMAN	1.7933085596410143
PUM1_HUMAN	1.7927955325322298
SRS11_HUMAN	1.7927955325322298
TLS1_HUMAN	1.7922326814840743
RHG35_HUMAN	1.792165796529125
ERBIN_HUMAN	1.7919187298648105
UB2J1_HUMAN	1.7907974703379206
I3L2J0_HUMAN	1.7907974703379206
RL28_HUMAN	1.7867712786372327
TIF1B_HUMAN	1.7867712786372327
PTN18_HUMAN	1.7867712786372327
C9JQE8_HUMAN	1.785668449430576
CNOT2_HUMAN	1.784613430637171
JUPI2_HUMAN	1.7785735346084048
CND2_HUMAN	1.778246202637384
ZDHC8_HUMAN	1.778246202637384
A0A140TA76_HUMAN	1.778246202637384
PREY_HUMAN	1.7775522661491632
GGYF1_HUMAN	1.775787714332404
RIC8A_HUMAN	1.774172424035765
SASH3_HUMAN	1.773513627853916
YLPM1_HUMAN	1.7720618765978158
CBX8_HUMAN	1.7720618765978158
PLAK2_HUMAN	1.7693290668469035
CE170_HUMAN	1.7688201117820157
CLPX_HUMAN	1.768201267123909
CWC15_HUMAN	1.768201267123909
AUTS2_HUMAN	1.7668267820920909
A6NMQ1_HUMAN	1.7668267820920909
BICRL_HUMAN	1.7668267820920909
LAP2A_HUMAN	1.7668267820920909
TBCD4_HUMAN	1.7668267820920909
VTNC_HUMAN	1.7660954889737666
TCPZ_HUMAN	1.7639058211203502
SENP2_HUMAN	1.7619178688595742
RBM15_HUMAN	1.7619178688595742
RELL1_HUMAN	1.7604442112214442
PRPS1_HUMAN	1.7604442112214442
TASOR_HUMAN	1.7595362564644987
SFPQ_HUMAN	1.7594791229630506
ZN320_HUMAN	1.7594791229630506
ZN592_HUMAN	1.7594791229630506
EDC4_HUMAN	1.7594791229630506
NCOA7_HUMAN	1.7594791229630506
WAC_HUMAN	1.758477834900746
PLCG1_HUMAN	1.7536469168550288
ACACA_HUMAN	1.751804598112101
F5GX28_HUMAN	1.7493077191635205
SMG1_HUMAN	1.7493077191635205
RS4X_HUMAN	1.744776394542244
SHKB1_HUMAN	1.744776394542244
UBP36_HUMAN	1.744776394542244
MYPT1_HUMAN	1.743972249080854
A0A1B0GVL4_HUMAN	1.7421036403940269
NDE1_HUMAN	1.7347057683454448
CBX3_HUMAN	1.7319626633555625
LBR_HUMAN	1.7319626633555625
PEX19_HUMAN	1.7313850342383876
ASAP3_HUMAN	1.7299577009918496
NCK1_HUMAN	1.7299577009918496
TM209_HUMAN	1.7299577009918496
BPTF_HUMAN	1.7299577009918496
A6NIW2_HUMAN	1.7299577009918496
GIT1_HUMAN	1.7293642143059356
RENT1_HUMAN	1.7277438934967115
FGD6_HUMAN	1.7265598328201814
PALM_HUMAN	1.7258711686866466
KLDC4_HUMAN	1.720045341334363
ARFG1_HUMAN	1.720045341334363
INCE_HUMAN	1.7192877172491672
A0A0C4DGZ1_HUMAN	1.7192877172491672
IF4G1_HUMAN	1.7184322502679668
IF4H_HUMAN	1.717590657754205
BRCA2_HUMAN	1.7141251254542167
SH3L3_HUMAN	1.7092399321618308
G3XAN8_HUMAN	1.7092399321618308
MA7D1_HUMAN	1.7092399321618308
TRIR_HUMAN	1.7092399321618308
IQCB1_HUMAN	1.7092399321618308
CIA2B_HUMAN	1.7092399321618308
SRSF9_HUMAN	1.7080785314356497
RALY_HUMAN	1.7080785314356497
UCKL1_HUMAN	1.7080785314356497
R4GMX8_HUMAN	1.7080785314356497
MGAP_HUMAN	1.7080785314356497
NSD3_HUMAN	1.7029043597981288
GEPH_HUMAN	1.7000852357484857
RPRD2_HUMAN	1.7000852357484857
TDT_HUMAN	1.6966551417840128
APC1_HUMAN	1.694898972781371
DENR_HUMAN	1.694898972781371
SI1L1_HUMAN	1.6919854649545665
TCPD_HUMAN	1.690617938729064
RB12B_HUMAN	1.6901698599848254
KIF1C_HUMAN	1.6901698599848254
ZN217_HUMAN	1.688737299297794
ECT2_HUMAN	1.688737299297794
PUM2_HUMAN	1.68758461340343
PAN3_HUMAN	1.6869718435986891
GLPC_HUMAN	1.6862254152495693
PLCL2_HUMAN	1.6831225762746234
CRKL_HUMAN	1.6818237841265384
CIRBP_HUMAN	1.681141112634762
WEE1_HUMAN	1.6804466318356368
PTBP3_HUMAN	1.6800357982877163
T2EB_HUMAN	1.679223063064028
PARG_HUMAN	1.679223063064028
TBC15_HUMAN	1.6772080389536972
ARMC7_HUMAN	1.6772080389536972
NFIC_HUMAN	1.6772080389536972
PAPOA_HUMAN	1.6772080389536972
AKA10_HUMAN	1.6772080389536972
VMA21_HUMAN	1.6772080389536972
A0A087WZV0_HUMAN	1.6771463933324673
A0A1B0GTW1_HUMAN	1.6771463933324673
X6R7X0_HUMAN	1.6771463933324673
UNK_HUMAN	1.6771463933324673
SENP7_HUMAN	1.6771463933324673
OXSR1_HUMAN	1.6753615114019746
PXK_HUMAN	1.6710146392964635
KHDR1_HUMAN	1.6710146392964635
RM38_HUMAN	1.6708431432717945
ATG2A_HUMAN	1.670572014013327
SF3B2_HUMAN	1.6698092197126786
RHG04_HUMAN	1.668670898676557
MBP_HUMAN	1.6643778204226511
IN80E_HUMAN	1.6643778204226511
PCY1A_HUMAN	1.6642517673671366
WDHD1_HUMAN	1.663274744014383
BPL1_HUMAN	1.663274744014383
ARI4B_HUMAN	1.663274744014383
SFR1_HUMAN	1.663274744014383
TISD_HUMAN	1.663274744014383
PHF6_HUMAN	1.663274744014383
RCN3_HUMAN	1.6619734426235824
LRRF1_HUMAN	1.6599301052774371
PML_HUMAN	1.6564200532197424
SRSF6_HUMAN	1.6556264804570962
PP14B_HUMAN	1.6556264804570962
PVRIG_HUMAN	1.6556264804570962
TAF9B_HUMAN	1.6529959642169378
KDM3B_HUMAN	1.6527500850207928
ZN609_HUMAN	1.651172937797034
RECQ4_HUMAN	1.6502214136897413
PDE4A_HUMAN	1.6502214136897413
H13_HUMAN	1.6487484134643091
B4DY08_HUMAN	1.6487484134643091
J3KNL6_HUMAN	1.6487484134643091
MPP8_HUMAN	1.644622719177054
B9EGE7_HUMAN	1.644622719177054
ESS2_HUMAN	1.644622719177054
NBEL2_HUMAN	1.64269992345517
M3K2_HUMAN	1.6367104797579248
SAFB2_HUMAN	1.6358338110561552
PTN7_HUMAN	1.6349593665241
ABR_HUMAN	1.6342311178769535
A0A0B4J2E5_HUMAN	1.6330199652404895
P121A_HUMAN	1.6324656025906694
PHAG1_HUMAN	1.6323040840368914
UNKL_HUMAN	1.630771279510544
RBL1_HUMAN	1.630588813414638
