NODEID	prize	active
M9ND95	0.16276059209478602	True
E1JHJ3	0.4213485721039251	True
M9NEP1	0.3407304876716869	True
P13395	0.9353143738077261	True
Q9VLH9	1.2402147576344014	True
Q9VLI0	0.9860797087297442	True
A4V0N4	0.3326794783844846	True
Q9W4Y3	0.8219055783314554	True
Q8IRV7	0.8482563538239634	True
P13060	0.027597786258545906	True
Q05825	0.4343395828899651	True
Q8MLU9	0.02091236866769244	True
A8JNJ6	0.461355645844661	True
E1JIJ5	0.09947446355378242	True
Q9V496	0.38608769271100724	True
Q9VF53	0.36097038396334197	True
Q9VIE8	0.34380117348640626	True
P35381	0.024607992184786688	True
Q7KN97	0.587819244152725	True
A0A0B4JD95	0.3780326363568448	True
Q99323	0.402317123065327	True
Q9VYD9	1.426989462220084	True
A4V1N8	0.2947870467515561	True
M9PF16	0.8751969784922374	True
P10987	0.5260651311111644	True
A8JNP2	1.3639571084415365	True
Q9VEB1	0.18491819406940466	True
P13607	0.0630892434135648	True
Q9VLI2	1.426989462220084	True
Q8IN25	0.14169480199218049	True
P53501	0.4842867859022041	True
P54385	1.3931506018783573	True
Q9VQL7	0.25370056852803924	True
Q8MRN5	0.7631019233932584	True
P11147	0.07315656768093642	True
Q7KW39	0.45825440179081367	True
Q9VVA4	1.050568243180697	True
Q9VLC5	0.2794324071883592	True
Q8IPB7	0.37750919212525275	True
D1YSG0	0.8751969784922374	True
Q7KUB1	0.7618891015407666	True
Q9VKV1	0.27132650217397813	True
Q9V397	0.7563881865007175	True
P02574	0.2947870467515561	True
O02649	0.2684314227122569	True
X2JFD6	1.3238770464452037	True
Q9VL70	0.6942226091903522	True
P17336	0.24123915436141138	True
P54399	1.0640429480083704	True
Q9VW68	1.362785962343268	True
Q23979	0.7483093547333364	True
Q9VHN7	1.0152864730871374	True
P83967	0.5428386547359147	True
Q9VAC1	0.5410318524523043	True
O62619	0.9563029341033518	True
X2JC31	0.5861720681139347	True
Q94511	0.14859675693788557	True
Q9VGZ3	1.426989462220084	True
Q94920	0.0685177440920933	True
Q9W0S7	0.2045042314830054	True
A0A0B4JCU8	0.13894931946260222	True
M9PD18	0.17790047325237696	True
H8F4T3	0.8296225494756125	True
Q9VG32	0.5486896816838125	True
Q9VIJ0	1.0034508646250535	True
Q9VXI1	1.426989462220084	True
Q9VVL7	0.34782429766432726	True
A8JNU6	0.9849107674732721	True
M9PBJ0	1.2237008094991917	True
P29844	0.5699368745569492	True
P91938	1.5377887338797898	True
Q8IQQ0	0.004728874166669105	True
C8VV14	0.5716417986978133	True
Q9VFF0	0.056888350806543156	True
Q8SWX4	0.1936420856689674	True
Q9VE75	0.15003355324067982	True
E1JHR5	0.8296225494756125	True
Q9W374	0.9418173806408268	True
Q7KN62	0.7233080101366706	True
Q9VCR2	0.3270581488254635	True
M9PC43	1.159468058917548	True
A0A0B4LHZ4	0.9829618967330649	True
Q9VV75	0.08475186704356703	True
Q9VMD7	1.426989462220084	True
Q9VFX0	0.8278255028585912	True
Q9W3X6	0.9173079148841208	True
P07190	0.8862518827271622	True
Q9W401	0.8219055783314554	True
