Node1	Node2
Q9VLM8	A0A0B4LEH1;A1Z7J1;Q0E9F2
O18680	M9PBU4;Q9VQG1
O18680	M9NF85;Q8IQG0
O18680	A0A0B4KF46;Q8T0L3
O18680	M9PCY3;M9PD94;M9PFM9;O61360;O61361;O61362;Q8MRK4
O18680	A0A0B4JCW4;A0A126GUR6;Q95U38;Q9VHJ8
P07764	Q8IQH2;Q9VTY2
P07764	A8E6R2;Q9VNR7
P07764	M9NHC5;Q8IQW5;Q9VWG1
P07764	D6W4V3;Q9VZK1
P07764	M9NDU3;Q9VYZ3
P07764	A0A0B4LIC4;Q9VE88
P07764	B7Z0I2;Q9W049
P07764	A1Z7Z4;Q7K2P3
P07764	Q8I0J1;Q8IMG1;Q9V9U3
P07764	E1JJ74;Q86BB0;Q9VI52
P07764	A1ZBB4;A8E6M1;E1JGL8
P07764	M9PDQ9;Q9VPK3
P07764	A0A0B4LGG8;Q9W1A0
P07764	Q7KSI6;Q9VF73;Q9VF74
P07764	Q8IMQ8;Q9VBA0
P07764	Q9VXR3;X2JC16;X2JDY2;X2JF73;X2JF83;X2JFK0;X2JKH9
P07764	M9PE30;Q9VZI1
P07764	Q8IR93;Q9VZ20
P07764	A0A0B4KHF0;Q9VA83
P07764	A0A0B4K7C5;Q9V3V2
P07764	M9NEF2;M9PHQ2;M9PJM2;Q59E49;Q8IR69;Q9VYF3
P07764	P84051;Q4AB57
P07764	Q9BIR7;Q9BIS2
P07764	Q8SXM8;Q9W327
P07764	A0A0B4KG65;C1C529;C1C553;E1JIK6;E1JIK9;Q70VI1;Q8I062;Q8INF1;Q95U15;Q9VFC6;Q9VFC7
P07764	A0A0B4KEM3;A1Z7C1
P07764	M9MRD1;M9MRD4;M9MRD6;M9MRF5;M9MRJ4;M9MSG3;M9PC23;M9PC84;M9PCM8;M9PEP8;Q8T9A8
P07764	Q8IPE8;Q9V397
P07764	G4LU05;Q9VYC7
P07764	A4UZ54;B7YZT5;Q7KML4
P07764	P35415;P35416
P07764	B7Z0X1;Q9W457
P07764	H5V864;M9ND28;M9NDX8;M9NEY3;M9NEY5;M9NFI2;M9NFI9;Q9W003;X2JC06
P07764	P06754;P49455
P07764	M9PDK3;Q9W0L7
P07764	H1UUC2;Q9VDD8
P07764	A0A0B4KF06;Q0E993
C8VV14;P07764	Q9W4P5
P07764	M9PEG6;Q7K3K5
P07764	A0A0B4LF97;Q0E961
P07764	Q9VPX6;Q9VPX7
P07764	Q8INK2;Q8INK3;Q9VGM2
P07764	A0A0U1RVK6;Q9VIS3;X2JES1
P07764	A0A0B4LEX6;A1Z920;A1Z921
P07764	Q7JPS2;Q95T29
P07764	Q7KTY3;Q86PD7
P07764	M9MRT5;Q4TZM6;Q8IP72;Q9VJY9;X2J5X6;X2JAB1
P07764	A1ZBL5;A1ZBL7;A1ZBL9;E1JGM9;E1JGN0;Q6NPA6;Q7YU80;Q8MQR8;Q963E5;Q963E6;Q9V8V8
P07764	E1JJR3;Q9VWI1
P07764	A0A0B4K6G3;Q9VG78
P07764	Q76NR6;Q9VYR1
P07764	A0A0B4KFC0;A1Z8F4;Q0E9C5
P07764	A8JNS4;M9PCD9;Q9VU81;Q9VU82;Q9VU83
P07764	Q7KTP1;Q8IPK9;Q95SI0;Q9VMT1
P07764	M9PFQ2;Q0E8R1;Q3YBY4;Q8SXD5
Q9VLC5	Q9VJZ3;X2J875
Q9VLC5	M9PCW5;Q7KTJ7;Q8IPG9
Q9VLC5	A0A0B4K6I6;Q9VB96
Q9VLC5	Q8IPQ2;Q9V3N7;Q9VND9
Q9VLC5	A8Y596;A8Y599;A8Y5A0;A8Y5A1;E8NHS9;Q7PLC5;Q7PLC6;Q7PLC7
Q9VLC5	M9PBV2;O76268;Q8IPZ6;Q9VQI8
Q9VLC5	M9MRD9;Q9VLS7;X2JDJ3
Q9VLC5	Q9V9W2;Q9V9W3
Q9VLC5	M9PDK3;Q9W0L7
Q9VLC5	A0A0B4KEX6;A0A0B4KFF9;E1JGS7;Q8MME5;Q9W204;Q9W205
Q9VLC5	A8JNN0;D2NUE8;Q8IQ95;Q8IQ96;Q8IQ97;Q9U7D8
Q9VLC5	Q9VWJ6;X2JFR5;X2JL73
Q9VLC5	E1JIT5;Q9VCZ4
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7K1U0
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7K012
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q8T9G7;Q9VIW1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	M9PEB1;M9PEH8;Q9VRV1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7K0F7
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7JZB4
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VYX5
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q8MKJ6
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9V5Q4
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W370
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A1Z729
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7JYX2
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q8MZG9
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7K4H1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7JUS1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A0A0B4KFB3;A1Z726
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q8SZ46
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VQK5
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7KW25
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W404
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7KUW8;Q9VX67
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A0A0B4KHD9;A0A0B4KHS5;A0A0B4KI02;Q8IGI0;Q9VC90
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VXV1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VKD2
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W0U6
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q8T0J5;Q9VE80
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VXR3;X2JC16;X2JDY2;X2JF73;X2JF83;X2JFK0;X2JKH9
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A1ZAI1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q0E981
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VML7;X2JDB2
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	M9NEQ1;Q0E8U2;Q8IQ01
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W306
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VMB9
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A1Z850;E1JH26
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	M9PE30;Q9VZI1
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	P08120
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	P04412
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VUT2
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	P29843
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9I7K0
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	P08928
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q03427
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	P42003
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q95U54
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W2E8
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9Y113
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	M9PBV2;O76268;Q8IPZ6;Q9VQI8
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W1G7
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W436
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q27415
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W2E4
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	O62619
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	O76927
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9U1H8
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VPN5
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	M9NEY8
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9W418
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	P0CG69
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VFE5
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VLU5
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q23983
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q7JVI3
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A0A0B4K697;A0A0B4K7C4;A0A0B4KHL4;Q4AB31;Q59DW8;Q86BR9;Q86NK8;Q8IHB0;Q8INB6;Q9VEX2
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VW23
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	D5SHU1;Q9XZ21
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VXN2
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	Q9VMV5
A0A0B4KEE1;A0A0B4KEL0;A0A0B4KF99;A0A0C4DHC8;A0A0C4FEI5;A1Z6Z3;A1Z6Z4;A4UZ69;Q7JR61	A1Z6H4;Q7K1T1
Q8T8L8	M9NE66;M9NF56;M9NFQ1;Q9VSU8;X2J8V0;X2JAU8;X2JC77;X2JCQ1;X2JGF9
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P14599
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q24210
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q8IQH4;Q8IQH5;Q9VU18
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9W3C6
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VHG8
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VJE5
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VM63
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9W396
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P02518
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VTE8
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9Y149
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q8MT36
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q24568
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	A0A0B4K7J2
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VH81
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	M9PBZ2;Q24474;Q9VQJ0
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q24090
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	H5V864;M9ND28;M9NDX8;M9NEY3;M9NEY5;M9NFI2;M9NFI9;Q9W003;X2JC06
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P05205
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	O61307
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VXE8
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P0CG69
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VWD9
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VEA2
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P18824
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P11420
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	E1NZB4;Q9VYI0
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q8INR6
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VQI9
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q9VT70
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P56672
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	Q02637
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	P22807
A0A0B4KF76;A0A0B4KFD2;A0A0B4KFQ4;A0A0B4KGB4;A0A0B4KGP1;A8JQU6;A8JQU7;E1JJ75;E1JJ76;Q7KSZ0;Q8INT1;Q9VI61;Q9VI63	O44783
Q7KJ08	Q7KSB7;Q9VDS9
Q7KJ08	O46034;Q9VSK2
Q7KJ08	D1YSF9;Q0KIF4;Q59DQ4;Q8IMC2;Q9V4E5
Q7KJ08	Q8MSQ4;Q9VE37
Q7KJ08	M9PAY7;Q7KTZ2
Q7KJ08	Q7K3H0;Q95RR5
Q7KJ08	F0JAF7;Q9W5X0
Q7KJ08	H5V864;M9ND28;M9NDX8;M9NEY3;M9NEY5;M9NFI2;M9NFI9;Q9W003;X2JC06
Q7KJ08	A0A0B4KF57;A0A0B4KG14;Q9VMY8
Q7KJ08	A0A0B4KEJ7;A0A0B4KEU5;Q7JVY0
Q7KJ08	L7EEF1;Q7PLL1;Q7PLL3;Q8SYL3
Q7KJ08	A4IJ58;B7Z0H1;Q7KVE5;Q95U71
Q7KUZ2	A8DYF7;A8WHG9;Q7JUZ6
M9PD70;Q9VP35	M9PD70;Q9VP35
M9PD70;Q9VP35	Q9W274
M9PD70;Q9VP35	Q24238
M9PD70;Q9VP35	P16568
M9PD70;Q9VP35	Q9VRM8
M9PD70;Q9VP35	Q9VDG4
M9PD70;Q9VP35	M9PJG5;Q9W2X3
M9PD70;Q9VP35	Q9VIW9
M9PD70;Q9VP35	Q9VKS2
