Node1	Node2
P92177	D3DML3;M9NEC0;M9PF42;Q9VLT9
P92177	M9MRH8;M9PB92;M9PCL9;M9PFI0;Q8IPB9;Q9VKX1
P92177	M9PFU2;Q9VVJ8
P92177	Q7KLI1;Q9U8R4
P92177	A1Z6P3;Q7JZD3;Q9XZ57
C6TP70;P92177	P04412
P92177	M9PE01;Q7KM03;Q7KM04;Q7KM05;Q7KM08;Q9XTK9
P92177	Q9VXU1;Q9VXU2
P92177	M9NEF2;M9PHQ2;M9PJM2;Q59E49;Q8IR69;Q9VYF3
P92177	P84051;Q4AB57
P92177	C0HL66;C0HL67
P92177	M9MSL3;Q9VUC1
P92177	A8JNR2;A8JNR3;Q8IQE6;X2JCT5
P92177	A0A0B4KFR5;A0A0B4KG24;A0A0B4LGK5;A1ZA18;A4UZI0
P92177	M9MRM3;M9PCU5;Q9VKT9
P92177	Q9VGI4;Q9VGI5
P92177	A0A0S0WIA2;Q7KTB7;Q7KTB8;Q7KTB9;Q7KTC0;Q7KTC1;Q7KTC2;Q7KTC3;Q7KTC4;Q7KTC5;Q7KTC6;Q7KTC7;Q7KTC8;Q7KTC9;Q7KTD0;Q9I7N0;Q9VK56
P92177	Q8IPE8;Q9V397
P92177	Q7KT38;Q9VJ30;X2J946
P92177	A0A0B4KGS4;Q9VEV1
P92177	Q0KHQ6;Q9VWH7;X2JED9
P92177	H9XVP3;Q0KIF1;Q9V491
P92177	M9ND93;M9NFV3;M9PCJ5;M9PCK2;M9PFA3;M9PFA8;M9PFJ2;M9PFP0;M9PFP4;M9PI63;Q400N1;Q400N2
P92177	A0A0B4JD18;A0A0B4KEQ5;A1Z9K4;Q7KQC4;Q95RE0
P92177	A8DYW8;Q59DZ5;Q9VM00;Q9VM02
P92177	A0A0B4JCU3;A0A0B4JCV3;A0A0B4JD44;A0A0B4JD87;A0A0B4KEX8;A0A0B4LG73;A0A0B4LG90;A0A0B4LH91;A8DYN0;Q7JRH2;Q8SX60;Q9W1X3
P92177	A0A076NAB7;A8DYK6
P92177	C1C560;Q29QE1;X2J9V9;X2JC00
P92177	Q494I2;Q9VWS3;X2JEA7;X2JFP6;X2JL40
P92177	Q9V9W2;Q9V9W3
P92177	Q7KTD2;Q9V3T8
P92177	M9PGZ8;Q9VYK0
P92177	H5V864;M9ND28;M9NDX8;M9NEY3;M9NEY5;M9NFI2;M9NFI9;Q9W003;X2JC06
P92177	Q86BR8;Q9VDL2
P92177	A0A0B4KG87;Q6NQZ7
P92177	A0A0B4KFZ5;Q9VFS9
P92177	A0A0B4LGY0;A0A0B4LGY1;A0A0B4LGZ0;A0A0B4LI11;E1JIH1;E1JIH2;E1JIH3;Q9VH91
P92177	M9PDK3;Q9W0L7
P92177	A0A0B4LGJ1;Q9W117
P92177	H1UUC2;Q9VDD8
P92177	Q7KVX5;Q9W4N8
P92177	A0A0B4KGX5;E1JIG3;Q9VHH2
P92177	M9PD81;M9PGC5;M9PIH3
P92177	A1Z7Q8;Q95SG9
P92177	A0A0B4K7Q3;Q8IMK7;Q961C5;Q9VAK1
P92177	Q960Y8;Q9VEH0
P92177	Q0KHR3;Q9VX75;X2JCB3;X2JFU8
P92177	Q8MST5;Q9VAX7
P92177	Q9VPX6;Q9VPX7
P92177	E1JHB2;Q5U0V6;Q9VLW7;X2J9T8
P92177	M9PFE5;M9PFI2;Q961X4;Q9VU76
P92177	A0A0B4KF82;A0A0B4KFK9;A0A0B4KG43;A0A0B4KGI6;Q8IPP3;Q8IPP4;Q9VN82
P92177	A0A0B4KEJ7;A0A0B4KEU5;Q7JVY0
P92177	A1Z6Z8;A1Z6Z9;A1Z700
P92177	L7EEF1;Q7PLL1;Q7PLL3;Q8SYL3
P92177	A8DZ29;O61380
P92177	M9PDP3;Q8INW9;Q9VIX7
P92177	M9PD17;Q9VW83
P92177	A0A0B4K697;A0A0B4K7C4;A0A0B4KHL4;Q4AB31;Q59DW8;Q86BR9;Q86NK8;Q8IHB0;Q8INB6;Q9VEX2
P92177	A0A0B4KGX7;Q95TN8
P92177	A0A0B4K6P4;A0A0B4K6W9;A0A0B4LHY1;A8JRI1;E1JJ45;Q7KES3;Q7KRS7;Q8IMF8;Q8WR53;Q95UI6
P92177	A0A0B4KG96;Q9N6D7
P92177	Q7KTY3;Q86PD7
P92177	A8JNJ6;M9PBL6;Q7KV69;Q7KV70;Q9VZQ3
P92177	M9PFR6;Q9XZ03
P92177	Q0E8K5;X2J8G3
P92177	A8DYF7;A8WHG9;Q7JUZ6
P92177	A0A0S0WH03;A4IJ59;A4V2A4;M9NDY6;M9NEH9;M9NGB9;M9PIK1;P91632;Q0E8A7;Q95SZ9
P92177	M9ND89;M9NDQ8;M9NE94;M9NFB1;M9NFB8;Q6NN29;Q7KUK1;Q8T0E0;Q9VUD7
P92177	A4IJ58;B7Z0H1;Q7KVE5;Q95U71
P92177	A1ZBL5;A1ZBL7;A1ZBL9;E1JGM9;E1JGN0;Q6NPA6;Q7YU80;Q8MQR8;Q963E5;Q963E6;Q9V8V8
P92177	A0A0B4KG76;A0A0B4KGK7;E1JJ52;Q8IPP5;Q9VNG9
P92177	Q8MQP7;Q9W0E1
P92177	Q76NR6;Q9VYR1
P92177	Q9VWJ6;X2JFR5;X2JL73
P92177	A0A0B4KFC0;A1Z8F4;Q0E9C5
P92177	A0A0B4K718;A0A0B4K788;A0A0B4K7P8;A0A0B4K7Y9;A0A0B4K867;A0A0B4K869;A1Z9I8;A1Z9I9;A1Z9J0;A1Z9J1;A1Z9J2;A1Z9J3;B7YZG2;B7YZG3;B7YZG4;B7YZG5;B7YZG6;E1JH62;E1JH63;E1JH64;E1JH65
P92177	A0A0B4KHK1;Q9VDE3
C6TP70;P92177	Q01083
P92177	A0A0B4KGW2;E1JIP0;Q8IN91;Q9VED3
P92177	Q9VJ35;X2J6U8
P92177	A8JNS4;M9PCD9;Q9VU81;Q9VU82;Q9VU83
P92177	A0A0B4JCV4;A0A0B4JD97;A0A0B4K6I7;A0A0B4KFK1;Q86BB4;Q86BB5;Q8IPN1;Q95TU9;Q9VN51
P92177	M9PCB7;M9PF14;M9PF20;M9PFB2;M9PFF9;M9PFG3;M9PI44;Q9VTZ0
P92177	Q7K112;Q8IMX0;Q8IMX1;Q9VCB6
P92177	E1JJD6;Q9W4M7
P92177	M9PC85;Q9V3V0
P29310	D0IQK3;M9MS55;M9NDW2;Q76NQ9;Q76NR0;Q961Q7;Q9VY76;X2JEY5;X2JFA0
P29310	A0A0B4KF17;Q86BG1;Q9W2J2
P29310	A0A0B4KFE4;A1Z7H2;A1Z7H3;Q8T3L1
P29310	A0A126GV30;Q9VAS9
P29310	Q7KSB7;Q9VDS9
P29310	Q9W2S2;X2JEE0;X2JJA8
P29310	A0A0B4K6W0;A0A0B4K7L3;A0A0B4K7W2;A0A0B4KEH7;A0A0B4KEJ6;A1Z866;A1Z867;A1Z869;A1Z870;A1Z871;A1Z872;B7YZD8;B7YZD9;B7YZE0;D3DMM3;Q7JR75;Q7K1M7;Q86P80;Q966U7;Q966V0
P29310	A0A0B4LHM3;Q8IMY6;Q8MQQ0;Q9VCL6
P29310	M9PBE1;Q9VIV0
P29310	A0A0B4LF18;A0A0B4LF27;A0A0B4LF44;A0A0B4LG17;A1Z864;B7YZD7
P29310	Q9VM61;X2JDF6
P29310	B9EQV3;Q9W0M4
P29310	Q8SYC5;Q9VB97
P29310	A1ZBG4;A1ZBG6
P29310	M9ND65;Q9VKK3
P29310	D2A6J9;Q7PLL6
P29310	A4V2C3;M9PGA6;Q5LJP5;Q5LJP6
P29310	A0A0B4KHD0;A0A0B4KHQ6;Q9VE32
P29310	A1ZBB4;A8E6M1;E1JGL8
P29310	A0A0B4KH75;Q8SYQ9
P29310	A0A0B4LGJ9;A0A0B4LHH1;Q960R0;Q9W1B5
P29310	A1Z9F4;A8DYC9;Q7JRK7;Q86NK6;Q8IGA7
P29310	H9XVQ0;Q59DP3;Q59DP4
P29310	Q8IPA5;Q8IPA6;Q8IPA7;Q8IPA8
P29310	M9PEX7;Q9VT05
P29310	M9PB37;M9PC10;M9PC65;M9PEM2;Q8IPL3
P29310	A0A0B4KGM4;A0A0B4KH30;A0A0C4DHA9;A8JR00;A8JR01;A8JR02;A8JR03
P29310	M9PE69;M9PGT2;Q9W2W1
P29310	A0A0S0X119;M9MSF4;M9MSQ1;Q9VX80;X2JFU3
P29310	A0A0B4K7G1;A0A0B4K897;A0A0B4LGX1;A1ZB77;A1ZB78;A1ZB79;A1ZB80;A1ZB83;E1JGL5;Q7JRI6
P29310	Q8SWX8;Q9VG80
P29310	Q0E949;Q8MT78
P29310	A1Z9F0;E1JH60;E1JH61;Q6IDH2;Q8SZX5
P29310	Q8IMQ8;Q9VBA0
P29310	Q8IQV7;Q8MR04;Q9VW94
P29310	Q95RY2;Q9VUQ1
P29310	E1JIS1;E1JIS2;Q0KI33;Q59DV6;Q9VD98
P29310	A8JNI2;Q7YZ99;Q86BP9;Q9W0B0;X2J8K5
P29310	Q7KSU6;Q9VHN7
P29310	Q9VXR3;X2JC16;X2JDY2;X2JF73;X2JF83;X2JFK0;X2JKH9
P29310	H9ZYQ1;Q95TJ6
P29310	Q8SX50;Q9W039
P29310	Q8IRH6;Q9W0H1
P29310	M9PCF9;Q9VLG2
P29310	A0A0B4LFQ7;A1ZAP1
P29310	Q8T0Q2;Q9VN39
P29310	Q8IPC3;Q8IPC5
P29310	A0A0B4K6A6;A0A0B4K6E2;A0A0B4K6R7;A0A0B4K790;A0A0B4LHD7;A0A0B4LHD9;Q9VDG5
P29310	Q9VM49;X2J523;X2J9R6;X2JDG0
P29310	O46034;Q9VSK2
P29310	A0A0B4LGX0;Q9VHP9
P29310	O18353;Q7KVG9
P29310	M9PGZ2;Q9VYM0
P29310	M9PFU2;Q9VVJ8
P29310	M9PE01;Q7KM03;Q7KM04;Q7KM05;Q7KM08;Q9XTK9
P29310	A0A0B4K6F9;A0A0B4KGU9;Q7KS16;Q9VC62
P29310	Q9VVC6;Q9Y150
P29310	B7Z001;Q9VQL7
P29310	M9PB21;Q9VQL6
P29310	M9PC64;M9PF47;M9PI07;Q0E8F8;Q8IQE9
P29310	Q961R8;Q9VUK8
P29310	Q9W450;X2JIJ6
P29310	M9NEF2;M9PHQ2;M9PJM2;Q59E49;Q8IR69;Q9VYF3
P29310	P02255;Q4AB54;Q4AB94;Q4ABD8;Q4ABE3
P29310	P84051;Q4AB57
P29310	A1ZBW0;A1ZBW1;A1ZBW3;A1ZBW4;E1JGN7
P29310	M9MSL3;Q9VUC1
P29310	A8JNR2;A8JNR3;Q8IQE6;X2JCT5
P29310	B7Z0E0;Q7KUB0;Q7KUB1;Q8IQA7;Q9VSI6
P29310	A0A0B4LFQ2;Q7JRJ9
P29310	A0A0B4JCT6;A0A0B4JD54;A0A0B4JD77;A0A0B4KF63;A1Z9W5;A1Z9W7;A8DYE0;E1JH70;Q7KMM8
P29310	A0A0B4KFR5;A0A0B4KG24;A0A0B4LGK5;A1ZA18;A4UZI0
P29310	M9PC73;M9PCD4;M9PCR7;Q9VM93
P29310	H9A9K2;M9PFW7;M9PGC0;Q7KI49;Q9NGC6;Q9VP23
P29310	Q8MSQ4;Q9VE37
P29310	Q8INT6;Q9VID4
P29310	M9PBV2;O76268;Q8IPZ6;Q9VQI8
P29310	M9PB59;M9PB60;M9PC92;M9PC95;M9PCF0;M9PCT2;M9PF01;Q8IPI3;Q9VM31;Q9VM32
P29310	A0A0B4KHX4;A0A0B4KI28;Q59DT9;Q8IMS2;Q9VBJ2
P29310	B7Z025;B7Z026;Q9VMF3
P29310	C0HK98;C0HK99
P29310	A0A0B4KGF0;A0A0B4KHC3;Q9VE91
P29310	B7Z0W0;Q9VI13
P29310	Q0KHQ6;Q9VWH7;X2JED9
P29310	M9PAY7;Q7KTZ2
P29310	Q7K3H0;Q95RR5
P29310	Q7KMQ6;Q9V3L4;Q9Y0B6
P29310	A8DYW8;Q59DZ5;Q9VM00;Q9VM02
P29310	M9MS48;Q9VYD8
P29310	M9PBZ2;Q24474;Q9VQJ0
P29310	A0A0B4JCU3;A0A0B4JCV3;A0A0B4JD44;A0A0B4JD87;A0A0B4KEX8;A0A0B4LG73;A0A0B4LG90;A0A0B4LH91;A8DYN0;Q7JRH2;Q8SX60;Q9W1X3
P29310	A0A0B4KFV9;A1ZBJ6;Q6NR39
P29310	A0A0B4LFV4;Q6NN22
P29310	A0A076NAB7;A8DYK6
P29310	E1JJS2;M9NFH4;Q9VRA6;X2JEI9
P29310	C1C560;Q29QE1;X2J9V9;X2JC00
P29310	Q494I2;Q9VWS3;X2JEA7;X2JFP6;X2JL40
P29310	Q9V9W2;Q9V9W3
P29310	E1JHT6;E1JHT9;Q7KTP4;Q9VMV9;Q9VMW1;Q9VMW2;Q9VMW4
P29310	Q7KTD2;Q9V3T8
P29310	M9PGC9;Q7KTV9;Q8IPT2;Q9VP12
P29310	Q7KIS4;Q8MSD1
P29310	A0A0B4KF69;A1ZA05;Q0E965
P29310	Q8IMH4;Q9Y125
P29310	Q8IR34;Q9VXV6
P29310	B7Z0X1;Q9W457
P29310	M9PGZ8;Q9VYK0
P29310	M9PCZ7;Q9VLH8
P29310	A0A0B4JCQ7;A0A0B4JD03;A0A0B4JD33;A0A0B4K6T9;A0A0B4LEH9;A1Z7P5;A1Z7P7;A1Z7P8;A1Z7P9;A1Z7Q1;Q5BIG7;Q7KNF5;Q8IGK3;Q9XYM5
P29310	A0A0B4KH28;Q9VDI1
P29310	A0A0B4KG87;Q6NQZ7
P29310	A0A0B4KFZ5;Q9VFS9
P29310	A0A0B4KF46;Q8T0L3
P29310	M9NDG1;Q8IPK1;Q9VMK0
P29310	A0A0B4LGY0;A0A0B4LGY1;A0A0B4LGZ0;A0A0B4LI11;E1JIH1;E1JIH2;E1JIH3;Q9VH91
P29310	A0A0B4LGJ1;Q9W117
P29310	H1UUC2;Q9VDD8
P29310	A0A0B4KGX5;E1JIG3;Q9VHH2
P29310	M9PD81;M9PGC5;M9PIH3
P29310	M9PB64;M9PB65;M9PCA8;M9PCG3;M9PCG7;M9PCU9;M9PF26;M9PF31;Q9VM04
P29310	A1Z7L8;A1Z7L9;Q7YU60
P29310	Q0KHR3;Q9VX75;X2JCB3;X2JFU8
P29310	Q86NQ2;Q9VDT9
P29310	A0A0B4KF82;A0A0B4KFK9;A0A0B4KG43;A0A0B4KGI6;Q8IPP3;Q8IPP4;Q9VN82
P29310	A0A0B4KEJ7;A0A0B4KEU5;Q7JVY0
P29310	L7XAI0;P29349
P29310	L7EEF1;Q7PLL1;Q7PLL3;Q8SYL3
P29310	A0A0B4JDB9;C1C3I0;E1JIV5;Q8T3K5
P29310	A8DZ29;O61380
P29310	M9ND37;M9NFL1;Q9VZP5
P29310	D8FT20;M9NDE0;Q8I0S6;Q9NHN2;Q9VPG4;Q9VPG5
P29310	E1NZB4;Q9VYI0
P29310	A0A0B4K7N0;A1Z8W8;A1Z8W9
P29310	A0A0B4LG06;A1Z851;Q8SY59
P29310	M9PD17;Q9VW83
P29310	Q8INJ6;Q9VGH5
P29310	A0A0B4KGX7;Q95TN8
P29310	A0A0B4K6P4;A0A0B4K6W9;A0A0B4LHY1;A8JRI1;E1JJ45;Q7KES3;Q7KRS7;Q8IMF8;Q8WR53;Q95UI6
P29310	A0A0B4K682;A0A0B4K6H8;A0A0B4K6X6;Q6NNB4;Q7KSJ6;Q9VFG3
P29310	A0A0B4KHL5;Q9V9V6
P29310	A8JUW4;Q9VY52
P29310	B7Z0E5;B7Z0E6;B7Z0E7;B7Z0E8;B7Z0E9;B7Z0F0;B7Z0F1
P29310	Q0E8K5;X2J8G3
P29310	M9PBJ7;M9PH19;Q7KV88;Q7KV89;Q7KV90;Q9W002
P29310	A0A0S0WH03;A4IJ59;A4V2A4;M9NDY6;M9NEH9;M9NGB9;M9PIK1;P91632;Q0E8A7;Q95SZ9
P29310	M9NEG4;M9NGE4;M9PEK6;M9PJN0;Q8IR54;Q8IR55;Q9VY43
P29310	A4IJ58;B7Z0H1;Q7KVE5;Q95U71
P29310	A1ZBL5;A1ZBL7;A1ZBL9;E1JGM9;E1JGN0;Q6NPA6;Q7YU80;Q8MQR8;Q963E5;Q963E6;Q9V8V8
P29310	A8JNN0;D2NUE8;Q8IQ95;Q8IQ96;Q8IQ97;Q9U7D8
P29310	A0A0B4KG76;A0A0B4KGK7;E1JJ52;Q8IPP5;Q9VNG9
P29310	A0A0B4K6C7;A0A0B4K6Y7;A8JQV7;A8JQV8;B7Z0U1;Q8INQ0;Q8MQQ3;Q9VHK1;Q9VHK3;Q9VHK4
P29310	Q76NR6;Q9VYR1
P29310	Q9VWJ6;X2JFR5;X2JL73
P29310	M9PC91;M9PF75;M9PFC6;M9PI28;Q9VTS6;Q9VTS8;Q9VTS9
P29310	A0A0B4K6Z1;Q9VHC7
P29310	A0A0B4KFC0;A1Z8F4;Q0E9C5
P29310	A0A0B4K7B0;A0A0B4K7H8;A0A0B4K7I2;A0A0B4K7I6;A0A0B4K7W3;A0A0B4K7W7;A0A0B4K852;A0A0B4K8A1;A0A0B4K8A2;A0A0B4KEV0;A0A0B4KF04;A0A0C4DHD5;A1ZBN3;D5AEJ9;Q0E914;Q6NND8;Q7JMZ7;Q8IHH3
P29310	A0A0B4KHD2;B7Z0R2;Q9VAS8
P29310	Q9W0E9;Q9W0F1
P29310	A8JNS4;M9PCD9;Q9VU81;Q9VU82;Q9VU83
P29310	Q7KTP1;Q8IPK9;Q95SI0;Q9VMT1
P29310	M9PCB7;M9PF14;M9PF20;M9PFB2;M9PFF9;M9PFG3;M9PI44;Q9VTZ0
P29310	Q960D3;Q9VBX3
P29310	A0A0B4KHB9;A0A0B4KHP7;B7Z0L6;B7Z0L7;Q0KI58;Q5BIJ2;Q8IN89;Q8IN90;Q9VEC6
P29310	M9NFR5;Q95RE4
P81928	A0A0B4K7P1;Q8IMZ4;Q9N6D8
A1ZBR2	M9MRD9;Q9VLS7;X2JDJ3
A1ZBR2	L0MPR7;Q9V490
Q9V3U6	Q8T0K1;Q9VAK7
Q9V3U6	Q8IPU7;Q8IPU8;Q9VPD6
Q9V3U6	A0A0B4KHF0;Q9VA83
Q9V3U6	Q400M8;Q6QU65
Q9V3U6	A0A0B4JCY5;A0A0B4KGR6;Q0KI66;Q0KI67;Q8IH49;Q8INC1;Q8INC3;Q9VEZ0
Q9V3U6	M9MRD9;Q9VLS7;X2JDJ3
Q9V3U6	H5V864;M9ND28;M9NDX8;M9NEY3;M9NEY5;M9NFI2;M9NFI9;Q9W003;X2JC06
Q9V3U6	M9MS50;M9NDF9;M9NDZ1;M9NEI4;M9NGC6;M9PDA8;M9PIK8;Q8T3S1;Q9VNV0
Q9V3U6	Q8SXP8;Q9W1I0
Q9V3U6	A0A0B4K6K8;A0A0B4KGY9;A0A0B4KHV4;Q8IMS8;Q9VBQ1
A0A0B4KFU1;Q9VFY9	Q9VDY1
A0A0B4KFU1;Q9VFY9	O76454
A0A0B4KFU1;Q9VFY9	H5V864;M9ND28;M9NDX8;M9NEY3;M9NEY5;M9NFI2;M9NFI9;Q9W003;X2JC06
A0A0B4KFU1;Q9VFY9	Q9VGS2
A0A0B4KFU1;Q9VFY9	Q9V496
A0A0B4KFU1;Q9VFY9	P18824
A0A0B4KFU1;Q9VFY9	P18431
A0A0B4KFU1;Q9VFY9	P15619
L0MLQ9;Q8IH18	L0MLQ9;Q8IH18
L0MLQ9;Q8IH18	O97182
L0MLQ9;Q8IH18	Q9VEX9
L0MLQ9;Q8IH18	Q9VK69
L0MLQ9;Q8IH18	Q9VI65
L0MLQ9;Q8IH18	Q7KU78;Q8MZI3
L0MLQ9;Q8IH18	Q9W5A9
L0MLQ9;Q8IH18	Q9VKD3
L0MLQ9;Q8IH18	A9UN61
L0MLQ9;Q8IH18	M9PBN8;Q9VPS0
L0MLQ9;Q8IH18	Q9VQW4
L0MLQ9;Q8IH18	Q9VR03
L0MLQ9;Q8IH18	Q9W3Y0
L0MLQ9;Q8IH18	Q8I937
L0MLQ9;Q8IH18	A8JUX7;Q9W4F6
L0MLQ9;Q8IH18	Q9VRJ7
L0MLQ9;Q8IH18	Q9VBL3
L0MLQ9;Q8IH18	Q9VKP7
L0MLQ9;Q8IH18	Q7JWW5
L0MLQ9;Q8IH18	A1Z8V2
L0MLQ9;Q8IH18	Q9VM49;X2J523;X2J9R6;X2JDG0
L0MLQ9;Q8IH18	Q7K306
L0MLQ9;Q8IH18	Q7JZJ3
L0MLQ9;Q8IH18	Q9VV44
L0MLQ9;Q8IH18	Q24307
L0MLQ9;Q8IH18	P20009
L0MLQ9;Q8IH18	A0A0B4LH34;Q8T913
L0MLQ9;Q8IH18	Q9W508
L0MLQ9;Q8IH18	A0A0B4KI27;B8A405;H1UUD2;Q7KRU8;Q8I0T0
L0MLQ9;Q8IH18	Q9NFU0
L0MLQ9;Q8IH18	Q7KN61
L0MLQ9;Q8IH18	Q7K0S5
L0MLQ9;Q8IH18	Q9VEZ5
L0MLQ9;Q8IH18	Q9W592
L0MLQ9;Q8IH18	Q9VYR0
L0MLQ9;Q8IH18	Q0E8E8
L0MLQ9;Q8IH18	Q01642
L0MLQ9;Q8IH18	Q8IPE8;Q9V397
L0MLQ9;Q8IH18	Q9W4S7
L0MLQ9;Q8IH18	P54191
L0MLQ9;Q8IH18	Q9VEN9
L0MLQ9;Q8IH18	A1ZAU8
L0MLQ9;Q8IH18	P23757
L0MLQ9;Q8IH18	Q8IMB7;Q9V3W9
L0MLQ9;Q8IH18	M9MS48;Q9VYD8
L0MLQ9;Q8IH18	Q9VHC0
L0MLQ9;Q8IH18	Q9VNE9
L0MLQ9;Q8IH18	O17445
L0MLQ9;Q8IH18	Q9VJ19
L0MLQ9;Q8IH18	Q962S2
L0MLQ9;Q8IH18	Q9W5R8
L0MLQ9;Q8IH18	P31009
L0MLQ9;Q8IH18	Q8MLY8
L0MLQ9;Q8IH18	E1JHT6;E1JHT9;Q7KTP4;Q9VMV9;Q9VMW1;Q9VMW2;Q9VMW4
L0MLQ9;Q8IH18	O96660
L0MLQ9;Q8IH18	A0A0B4KG87;Q6NQZ7
L0MLQ9;Q8IH18	Q9VHY5
L0MLQ9;Q8IH18	Q9V3Q6
L0MLQ9;Q8IH18	Q9VRV8
L0MLQ9;Q8IH18	Q8SYD0
L0MLQ9;Q8IH18	P0CG69
L0MLQ9;Q8IH18	B7Z0E2;M9ND61;Q9VSK3
L0MLQ9;Q8IH18	Q9VGF9
L0MLQ9;Q8IH18	Q7K485
L0MLQ9;Q8IH18	Q7KU09;Q9VQ30
L0MLQ9;Q8IH18	Q23985
L0MLQ9;Q8IH18	Q9VI60
L0MLQ9;Q8IH18	O77410
L0MLQ9;Q8IH18	P48598
L0MLQ9;Q8IH18	Q9VSG1
L0MLQ9;Q8IH18	Q9VRY0
L0MLQ9;Q8IH18	Q9VSB6
L0MLQ9;Q8IH18	Q9W5B3
L0MLQ9;Q8IH18	A0A0B4JDB9;C1C3I0;E1JIV5;Q8T3K5
L0MLQ9;Q8IH18	O18381
L0MLQ9;Q8IH18	Q8INJ6;Q9VGH5
L0MLQ9;Q8IH18	Q9GYV5
L0MLQ9;Q8IH18	Q9VUJ0
L0MLQ9;Q8IH18	Q9W1L1
L0MLQ9;Q8IH18	Q9U3W6
L0MLQ9;Q8IH18	P23128
L0MLQ9;Q8IH18	Q86B87
