NODEID	prize	active
M9ND95	0.09092055040607082	True
E1JHJ3	0.04581727103410119	True
M9NEP1	0.018249484185220734	True
P13395	0.040407419652526325	True
Q9VLH9	0.040407419652526325	True
Q9VLI0	0.04447067690297865	True
A4V0N4	0.0690688955493862	True
Q9W4Y3	0.001958698670501409	True
Q8IRV7	0.13029344366059806	True
P13060	0.10002576911630714	True
Q05825	0.06782316024660778	True
Q8MLU9	0.08343370129479334	True
A8JNJ6	0.10024355191749033	True
E1JIJ5	0.040407419652526325	True
Q9V496	0.045764618820004904	True
Q9VF53	0.2061573626473587	True
Q9VIE8	0.03513098963085347	True
P35381	0.022210286916434313	True
Q7KN97	0.0004482356350787904	True
A0A0B4JD95	0.040407419652526325	True
Q99323	0.044551874907546106	True
Q9VYD9	0.09592464388683523	True
A4V1N8	0.02592293023725944	True
M9PF16	0.05620713416117042	True
P10987	0.031650394142429546	True
A8JNP2	0.024225349436543392	True
Q9VEB1	0.001958698670501409	True
P13607	0.044551874907546106	True
Q9VLI2	0.024225349436543392	True
Q8IN25	0.13468193775440374	True
P53501	0.001958698670501409	True
P54385	0.053655653029030165	True
Q9VQL7	0.001958698670501409	True
Q8MRN5	0.19477623635041588	True
P11147	0.0019242743968096233	True
Q7KW39	0.14490197377869668	True
Q9VVA4	0.10696656375085896	True
Q9VLC5	0.10252927363695373	True
Q8IPB7	0.08071518054172405	True
D1YSG0	0.06988686299021105	True
Q7KUB1	0.1287744332634223	True
Q9VKV1	0.10252927363695373	True
Q9V397	0.031650394142429546	True
P02574	0.08479617499794043	True
O02649	0.04571360225609348	True
X2JFD6	0.10696656375085896	True
Q9VL70	0.031650394142429546	True
P17336	0.17651691303888956	True
P54399	0.04760173231093183	True
Q9VW68	0.06916835966120914	True
Q23979	0.024225349436543392	True
Q9VHN7	0.003996091168854036	True
P83967	0.08479617499794043	True
Q9VAC1	0.040407419652526325	True
O62619	0.05658218857193228	True
X2JC31	0.053655653029030165	True
Q94511	0.040407419652526325	True
Q9VGZ3	0.045764618820004904	True
Q94920	0.010389872375999198	True
Q9W0S7	0.10252927363695373	True
A0A0B4JCU8	0.049910349813401006	True
M9PD18	0.11943270384317997	True
H8F4T3	0.10252927363695373	True
Q9VG32	0.14490197377869668	True
Q9VIJ0	0.15712601145799265	True
Q9VXI1	0.1384519060380841	True
Q9VVL7	0.13029344366059806	True
A8JNU6	0.17651691303888956	True
M9PBJ0	0.0004482356350787904	True
P29844	0.10252927363695373	True
P91938	0.018249484185220734	True
Q8IQQ0	0.08343370129479334	True
C8VV14	0.051374637013176745	True
Q9VFF0	0.040407419652526325	True
Q8SWX4	0.08343370129479334	True
Q9VE75	0.07863715792379994	True
E1JHR5	0.07863715792379994	True
Q9W374	0.1287744332634223	True
Q7KN62	0.021310837549771058	True
Q9VCR2	0.040407419652526325	True
M9PC43	0.4005290327070324	True
A0A0B4LHZ4	0.018249484185220734	True
Q9VV75	0.021310837549771058	True
Q9VMD7	0.11137988391204943	True
Q9VFX0	0.05658218857193228	True
Q9W3X6	0.14200868343454395	True
P07190	0.4005290327070324	True
Q9W401	0.17651691303888956	True
Q9VY05	0.270961841155904	True
P06754	0.12831427164894704	True
Q9VFQ9	0.08898490762653666	True
A1ZBJ2	0.07335667243836017	True
Q8SXQ1	0.10252927363695373	True
Q9V7N5	0.04447067690297865	True
P09180	0.13029344366059806	True
P29845	0.04571664710938993	True
P08144	0.06916835966120914	True
Q95SI7	0.046691252410477946	True
P00334	0.06675010938790277	True
M9PHG2	0.045764618820004904	True
A0A0B4KHN1	0.053001426097780024	True
P54611	0.03851698617621948	True
Q9VSA3	0.09592464388683523	True
A0A0B4KHJ9	0.08479617499794043	True
Q9W0J9	0.13468193775440374	True
Q9V3J1	0.0418267951025751	True
Q26365	0.07335667243836017	True
A0A6H2EG56	0.13029344366059806	True
A1Z8Z9	0.11137988391204943	True
Q9VB69	0.4005290327070324	True
M9PCC1	0.17651691303888956	True
Q06559	0.17651691303888956	True
Q94523	0.07863715792379994	True
Q9VBP6	0.16149289166095193	True
A0A0B4LGB7	0.29903645705147897	True
Q8MT58	0.08479617499794043	True
M9PJN8	0.05620713416117042	True
X2JCV2	0.01232078350018566	True
P08736	0.051374637013176745	True
A4V0U4	0.0005646346529780267	True
Q9VVU1	0.02677357976564536	True
A1ZAA5	0.11573584895855464	True
Q3YMU0	0.04581727103410119	True
Q9VY04	0.15712601145799265	True
Q9W247	0.2235566100679191	True
Q9Y119	0.1287744332634223	True
M9PEC8	0.027001599565747898	True
Q9VTK9	0.01232078350018566	True
Q9VUC1	0.024787991425207677	True
Q9VQB4	0.17651691303888956	True
Q9VJ44	0.018249484185220734	True
Q8IQZ7	0.040407419652526325	True
O01666	0.06916835966120914	True
Q9VQ61	0.16149289166095193	True
Q9VJ43	0.04581727103410119	True
Q7K511	0.15712601145799265	True
X2J5G6	0.13468193775440374	True
P29613	0.2235566100679191	True
Q53YH3	0.0021202346054027352	True
P07486	0.09592464388683523	True
Q9W5R8	0.040407419652526325	True
A1Z7H3	0.10252927363695373	True
Q9W058	0.17651691303888956	True
Q7JXB5	0.05711370107828783	True
Q01604	0.0033923186986691144	True
Q9VD01	0.17651691303888956	True
Q9VYR1	0.07863715792379994	True
Q9VBT7	0.040407419652526325	True
Q9NJH0	0.023322317790856317	True
P29310	0.08479617499794043	True
Q7JYW9	0.09592464388683523	True
M9PB84	0.13468193775440374	True
Q9VSW2	0.1287744332634223	True
Q8T8W3	0.023322317790856317	True
