NODEID	prize	active
M9ND95	0.0398537278925281	True
E1JHJ3	0.06505559750124447	True
M9NEP1	0.048359166381103616	True
P13395	1.1152486495443472	True
Q9VLH9	0.6910958568535197	True
Q9VLI0	0.0499362772604036	True
A4V0N4	1.1239590881407484	True
Q9W4Y3	0.40311289103549514	True
Q8IRV7	0.30860024186585644	True
P13060	0.8677220934377858	True
Q05825	0.04024334607985512	True
Q8MLU9	0.3318834107898804	True
A8JNJ6	0.5454019306640244	True
E1JIJ5	1.260972605817309	True
Q9V496	0.35633599167602786	True
Q9VF53	1.297377980069805	True
Q9VIE8	0.1691615595469377	True
P35381	0.4466117522030364	True
Q7KN97	0.19121465062171547	True
A0A0B4JD95	1.0546178957418892	True
Q99323	0.37726639405010154	True
Q9VYD9	0.6405534558705333	True
A4V1N8	0.006644747252117382	True
M9PF16	1.090578816231362	True
P10987	0.5735469393229657	True
A8JNP2	1.260972605817309	True
Q9VEB1	1.0349453986142183	True
P13607	0.4114679421998931	True
Q9VLI2	0.3585027324417839	True
Q8IN25	1.1738280885205332	True
P53501	0.6232020384523729	True
P54385	1.4302913320280615	True
Q9VQL7	0.4840393840839216	True
Q8MRN5	1.2727200710205226	True
P11147	0.9223461769347018	True
Q7KW39	1.0640943789023405	True
Q9VVA4	1.3106466871274598	True
Q9VLC5	0.9434295079713786	True
Q8IPB7	1.208464233445096	True
D1YSG0	0.8920312856120872	True
Q7KUB1	0.46478259084066065	True
Q9VKV1	0.12492474452763919	True
Q9V397	0.05288433557387186	True
P02574	0.6258174905648424	True
O02649	0.28621531382682514	True
X2JFD6	0.2161450015973866	True
Q9VL70	0.622518816049218	True
P17336	1.1377409906304927	True
P54399	1.260972605817309	True
Q9VW68	1.1239590881407484	True
Q23979	0.8894849883306594	True
Q9VHN7	1.1701683986315385	True
P83967	0.3534210497391132	True
Q9VAC1	0.7887185734686587	True
O62619	0.27108506884869493	True
X2JC31	0.8173853347881683	True
Q94511	1.0554492755229226	True
Q9VGZ3	0.029145942183603155	True
Q94920	0.7429593776837692	True
Q9W0S7	0.00443218223105877	True
A0A0B4JCU8	0.8849923386025618	True
M9PD18	0.0741754372826374	True
H8F4T3	0.5248203288076181	True
Q9VG32	0.9850581179142807	True
Q9VIJ0	1.260972605817309	True
Q9VXI1	1.4500608176865528	True
Q9VVL7	0.9346051985231923	True
A8JNU6	0.6793609877969917	True
M9PBJ0	1.1701683986315385	True
P29844	0.5646699853548127	True
P91938	1.208464233445096	True
Q8IQQ0	0.41171256751596014	True
C8VV14	0.3864460204584475	True
Q9VFF0	1.106815563951763	True
Q8SWX4	1.1239590881407484	True
Q9VE75	1.4500608176865528	True
E1JHR5	0.5304138560854275	True
Q9W374	0.9111353718675678	True
Q7KN62	0.7509189424375602	True
Q9VCR2	0.711969524428662	True
M9PC43	1.2100686190800665	True
A0A0B4LHZ4	0.061334429900777414	True
Q9VV75	0.3247210721220558	True
Q9VMD7	1.1738280885205332	True
Q9VFX0	1.3135781295754836	True
Q9W3X6	0.7348509985803744	True
P07190	1.2312034630978728	True
Q9W401	1.3224072137912444	True
Q9VY05	1.3236200350345537	True
P06754	0.04274392718623175	True
Q9VFQ9	1.4500608176865528	True
A1ZBJ2	0.27019488897711585	True
Q8SXQ1	0.18769691442158062	True
Q9V7N5	0.6004721232577207	True
P09180	1.0113676072730404	True
P29845	0.7429593776837692	True
P08144	0.34897175150730464	True
Q95SI7	0.9809367772336962	True
P00334	0.629350145900064	True
M9PHG2	0.6514049672338288	True
A0A0B4KHN1	1.3493054593766007	True
P54611	0.2835751271530971	True
