negatives
"frozenset({'O75923', 'IL1', 'P12956'})"
"frozenset({'IL1', 'Q9BXS5', 'Q9UHP6'})"
"frozenset({'IL1', 'Q9NWV8', 'Q9GZT3'})"
"frozenset({'IL1', 'P52732', 'Q8N4J0'})"
"frozenset({'Q09019', 'IL1', 'Q9Y266'})"
"frozenset({'Q9NZL9', 'IL1', 'Q71U36'})"
"frozenset({'Q15811', 'IL1', 'P20339'})"
"frozenset({'P08138', 'Q16658', 'IL1'})"
"frozenset({'IL1', 'P15018', 'Q9HBE5'})"
"frozenset({'IL1', 'Q16539', 'Q8WYK2'})"
"frozenset({'P01112', 'IL1', 'O15211'})"
"frozenset({'Q13618', 'IL1', 'Q93008'})"
"frozenset({'IL1', 'Q01081', 'Q13151'})"
"frozenset({'Q9Y2K7', 'IL1', 'P24941'})"
"frozenset({'Q96KR6', 'IL1', 'Q96FV3'})"
"frozenset({'Q8NFW5', 'IL1', 'Q9H3G5'})"
"frozenset({'IL1', 'O75663', 'P02545'})"
"frozenset({'P30050', 'IL1', 'Q5C9Z4'})"
"frozenset({'P11586', 'IL1', 'Q8TCJ0'})"
"frozenset({'P08138', 'IL1', 'P49765'})"
"frozenset({'P13645', 'IL1', 'P29353'})"
"frozenset({'Q9UJ41', 'IL1', 'Q9UL26'})"
"frozenset({'IL1', 'O15357', 'P0CAP2'})"
"frozenset({'IL1', 'Q9BTD8', 'P19338'})"
"frozenset({'P24386', 'P14625', 'IL1'})"
"frozenset({'P0C0E4', 'Q9BUE6', 'IL1'})"
"frozenset({'P29459', 'IL1', 'P16471'})"
"frozenset({'Q7Z4N8', 'IL1', 'P78358'})"
"frozenset({'O60506', 'IL1', 'Q96EY7'})"
"frozenset({'P23381', 'IL1', 'Q9NQW7'})"
"frozenset({'IL1', 'P60891', 'Q9H6T3'})"
"frozenset({'IL1', 'Q99459', 'P25791'})"
"frozenset({'P78362', 'IL1', 'Q5JTC6'})"
"frozenset({'Q9BYR9', 'IL1', 'P26371'})"
"frozenset({'P03372', 'IL1', 'Q6P2Q9'})"
"frozenset({'Q9UBU9', 'IL1', 'P37198'})"
"frozenset({'Q9BXY0', 'IL1', 'P06748'})"
"frozenset({'Q9BYV2', 'IL1', 'P51668'})"
"frozenset({'IL1', 'P61964', 'Q8WXX7'})"
"frozenset({'P53999', 'IL1', 'P61923'})"
"frozenset({'P11177', 'Q15119', 'IL1'})"
"frozenset({'P08047', 'IL1', 'Q7Z406'})"
"frozenset({'IL1', 'Q9UBN7', 'Q6P5Z2'})"
"frozenset({'IL1', 'Q8NB49', 'Q401N2'})"
"frozenset({'IL1', 'Q9NRD5', 'O75031'})"
"frozenset({'O75530', 'Q15393', 'IL1'})"
"frozenset({'IL1', 'Q96EY7', 'Q07021'})"
"frozenset({'IL1', 'P17252', 'P00749'})"
"frozenset({'IL1', 'Q15029', 'Q8WWY3'})"
"frozenset({'IL1', 'P85037', 'Q01167'})"
"frozenset({'IL1', 'P56645', 'O15055'})"
"frozenset({'O95782', 'IL1', 'P09497'})"
"frozenset({'Q15366', 'IL1', 'P14866'})"
"frozenset({'IL1', 'P35790', 'Q16665'})"
"frozenset({'P49848', 'IL1', 'Q12824'})"
"frozenset({'Q8WXA9', 'Q9Y2W1', 'IL1'})"
"frozenset({'Q8TES7', 'Q9BYV2', 'IL1'})"
"frozenset({'Q86SE9', 'IL1', 'P68400'})"
"frozenset({'Q9UBT2', 'IL1', 'Q9Y6A5'})"
"frozenset({'Q53F39', 'IL1', 'Q9BUY5'})"
"frozenset({'C9JRZ8', 'IL1', 'P09104'})"
"frozenset({'IL1', 'P63167', 'Q9Y6G9'})"
"frozenset({'O60262', 'IL1', 'Q96QD9'})"
"frozenset({'IL1', 'P08670', 'P07196'})"
"frozenset({'P62875', 'IL1', 'Q6EEV4'})"
"frozenset({'O60858', 'IL1', 'Q6NUS6'})"
"frozenset({'P30050', 'IL1', 'P62910'})"
"frozenset({'P03372', 'IL1', 'Q9HBE1'})"
"frozenset({'Q9UBU9', 'Q9UI95', 'IL1'})"
"frozenset({'O75694', 'IL1', 'Q7Z406'})"
"frozenset({'P62263', 'IL1', 'Q13619'})"
"frozenset({'Q15370', 'Q13501', 'IL1'})"
"frozenset({'Q9BV73', 'IL1', 'Q9HAU0'})"
"frozenset({'P22694', 'IL1', 'P34982'})"
"frozenset({'P62979', 'IL1', 'P62841'})"
"frozenset({'P51570', 'IL1', 'P12532'})"
"frozenset({'P31040', 'Q7L5N1', 'IL1'})"
"frozenset({'P46527', 'IL1', 'P10914'})"
"frozenset({'IL1', 'P04629', 'P78417'})"
"frozenset({'IL1', 'Q13227', 'O60907'})"
"frozenset({'IL1', 'Q96ES7', 'Q8NHS4'})"
"frozenset({'Q96EQ0', 'IL1', 'Q9Y6R4'})"
"frozenset({'IL1', 'O15031', 'Q92730'})"
"frozenset({'IL1', 'Q7Z3S9', 'Q06250'})"
"frozenset({'IL1', 'P51674', 'Q96TC7'})"
"frozenset({'P01308', 'IL1', 'P48745'})"
"frozenset({'IL1', 'Q86VP6', 'Q9Y5L4'})"
"frozenset({'O60318', 'Q9NPA8', 'IL1'})"
"frozenset({'IL1', 'P81274', 'P01112'})"
"frozenset({'P54253', 'IL1', 'Q9NR31'})"
"frozenset({'IL1', 'Q9BV68', 'Q969T4'})"
"frozenset({'IL1', 'P17252', 'Q15349'})"
"frozenset({'IL1', 'Q9UJY4', 'P22314'})"
"frozenset({'IL1', 'Q8NC44', 'P28288'})"
"frozenset({'IL1', 'O14503', 'Q14738'})"
"frozenset({'IL1', 'Q6ZRS2', 'O75147'})"
"frozenset({'IL1', 'Q9H1U9', 'P54253'})"
"frozenset({'Q13148', 'IL1', 'P50914'})"
"frozenset({'IL1', 'O14920', 'P49407'})"
"frozenset({'Q9NQ50', 'IL1', 'P07910'})"
"frozenset({'IL1', 'P50148', 'P21462'})"
"frozenset({'Q9UJV9', 'IL1', 'P26599'})"
"frozenset({'Q8TD19', 'IL1', 'Q01518'})"
"frozenset({'IL1', 'Q9Y6E0', 'Q86UE8'})"
"frozenset({'Q13309', 'IL1', 'P24941'})"
"frozenset({'P11441', 'IL1', 'P31943'})"
"frozenset({'IL1', 'Q9H0E2', 'Q8N573'})"
"frozenset({'Q6P597', 'IL1', 'Q9NSK0'})"
"frozenset({'P29474', 'Q96EP0', 'IL1'})"
"frozenset({'Q15717', 'Q15363', 'IL1'})"
"frozenset({'Q8N726', 'P62979', 'IL1'})"
"frozenset({'Q9BX59', 'IL1', 'A8MQ03'})"
"frozenset({'IL1', 'P42229', 'P29350'})"
"frozenset({'O96013', 'P60953', 'IL1'})"
"frozenset({'Q6UXN9', 'IL1', 'P09651'})"
"frozenset({'IL1', 'O43609', 'Q96MH2'})"
"frozenset({'IL1', 'Q5SQ64', 'P62993'})"
"frozenset({'IL1', 'Q9NQT8', 'Q12923'})"
"frozenset({'Q9H361', 'IL1', 'P15170'})"
"frozenset({'Q969S3', 'IL1', 'Q8TDN6'})"
"frozenset({'P04899', 'P08631', 'IL1'})"
"frozenset({'IL1', 'P05067', 'Q53FT3'})"
"frozenset({'IL1', 'Q9UKG4', 'Q6ICL7'})"
"frozenset({'Q86X02', 'IL1', 'Q01850'})"
"frozenset({'IL1', 'Q9H0F5', 'Q8IUH5'})"
"frozenset({'Q13233', 'IL1', 'O14920'})"
"frozenset({'P11142', 'IL1', 'Q92870'})"
"frozenset({'IL1', 'Q15102', 'P12956'})"
"frozenset({'Q92569', 'IL1', 'P16234'})"
"frozenset({'IL1', 'Q15459', 'P08758'})"
"frozenset({'P24723', 'Q9BZL6', 'IL1'})"
"frozenset({'Q9P270', 'Q9HCE7', 'IL1'})"
"frozenset({'IL1', 'Q9UBP0', 'Q86XJ1'})"
"frozenset({'IL1', 'O14931', 'Q9NQ25'})"
"frozenset({'Q92782', 'IL1', 'Q86U86'})"
"frozenset({'IL1', 'P0DMM9', 'P05067'})"
"frozenset({'IL1', 'Q969H0', 'Q9P086'})"
"frozenset({'Q14498', 'IL1', 'P21333'})"
"frozenset({'Q9UNL2', 'IL1', 'Q9Y277'})"
"frozenset({'P62879', 'O60266', 'IL1'})"
"frozenset({'IL1', 'Q96C36', 'Q14676'})"
"frozenset({'Q9UPV0', 'IL1', 'Q9H4L4'})"
"frozenset({'P02768', 'IL1', 'P08603'})"
"frozenset({'Q13200', 'IL1', 'P62195'})"
"frozenset({'P42772', 'IL1', 'P43364'})"
"frozenset({'P58107', 'IL1', 'Q9UQ35'})"
"frozenset({'P00533', 'IL1', 'P15498'})"
"frozenset({'IL1', 'Q9Y490', 'P84103'})"
"frozenset({'P60520', 'IL1', 'P84098'})"
"frozenset({'P02751', 'IL1', 'P14868'})"
"frozenset({'Q13895', 'IL1', 'Q13601'})"
"frozenset({'P19174', 'IL1', 'P52735'})"
"frozenset({'Q14BN4', 'IL1', 'Q5T0W9'})"
"frozenset({'IL1', 'Q16526', 'P22314'})"
"frozenset({'Q9UQP3', 'IL1', 'P35609'})"
"frozenset({'O00182', 'IL1', 'Q68D85'})"
"frozenset({'O95758', 'P04792', 'IL1'})"
"frozenset({'Q9BVX2', 'IL1', 'P0DJD7'})"
"frozenset({'O00182', 'IL1', 'P02649'})"
"frozenset({'Q13126', 'IL1', 'P23511'})"
"frozenset({'IL1', 'Q14247', 'Q9BPX5'})"
"frozenset({'Q13131', 'IL1', 'Q16584'})"
"frozenset({'IL1', 'O14715', 'Q16666'})"
"frozenset({'P50591', 'IL1', 'Q8IZL8'})"
"frozenset({'IL1', 'Q8N5I2', 'Q15018'})"
"frozenset({'IL1', 'P40145', 'P17252'})"
"frozenset({'IL1', 'Q9NRC8', 'P68431'})"
"frozenset({'P06733', 'O43169', 'IL1'})"
"frozenset({'Q8NC96', 'IL1', 'Q9Y2V2'})"
"frozenset({'IL1', 'Q9UHK0', 'P13591'})"
"frozenset({'IL1', 'O14654', 'P19838'})"
"frozenset({'IL1', 'P25025', 'O00626'})"
"frozenset({'Q16836', 'IL1', 'Q96EY8'})"
"frozenset({'IL1', 'P0DP25', 'P01106'})"
"frozenset({'P19320', 'IL1', 'P06576'})"
"frozenset({'IL1', 'Q13045', 'P47813'})"
"frozenset({'Q15303', 'IL1', 'P04626'})"
"frozenset({'Q96SI9', 'IL1', 'Q12952'})"
"frozenset({'P49716', 'IL1', 'O15379'})"
"frozenset({'P86478', 'IL1', 'P54253'})"
"frozenset({'IL1', 'P42025', 'Q9H2J4'})"
"frozenset({'P54619', 'IL1', 'P50148'})"
"frozenset({'O15355', 'IL1', 'Q04726'})"
"frozenset({'IL1', 'Q96H55', 'A6NI28'})"
"frozenset({'Q86VP1', 'IL1', 'Q9UL18'})"
"frozenset({'IL1', 'Q9BYD3', 'P08574'})"
"frozenset({'Q9UNE7', 'O94966', 'IL1'})"
"frozenset({'Q13748', 'IL1', 'Q71U36'})"
"frozenset({'Q8N490', 'IL1', 'Q86YN6'})"
"frozenset({'O15355', 'IL1', 'P08621'})"
"frozenset({'IL1', 'Q15459', 'P07910'})"
"frozenset({'Q92922', 'IL1', 'Q15831'})"
"frozenset({'P40337', 'IL1', 'Q9GZV4'})"
"frozenset({'Q15796', 'IL1', 'O15230'})"
"frozenset({'IL1', 'Q15139', 'P29475'})"
"frozenset({'IL1', 'Q9NVS9', 'Q9UQ07'})"
"frozenset({'Q15717', 'P27797', 'IL1'})"
"frozenset({'IL1', 'P35568', 'Q16620'})"
"frozenset({'Q6EMK4', 'IL1', 'Q5TA82'})"
"frozenset({'Q8TDD2', 'IL1', 'P13807'})"
"frozenset({'Q9UBF6', 'IL1', 'Q99619'})"
"frozenset({'Q15047', 'IL1', 'Q96GC6'})"
"frozenset({'IL1', 'Q9NQN1', 'P35626'})"
"frozenset({'IL1', 'P23760', 'P00519'})"
"frozenset({'Q92561', 'IL1', 'Q9UNP9'})"
"frozenset({'IL1', 'P61604', 'P48643'})"
"frozenset({'IL1', 'Q9GZT3', 'P04626'})"
"frozenset({'Q9NZM5', 'IL1', 'Q99873'})"
"frozenset({'IL1', 'Q16637', 'Q9Y2V2'})"
"frozenset({'IL1', 'Q9UQE7', 'Q9UJ98'})"
"frozenset({'IL1', 'Q9UBM7', 'O14656'})"
"frozenset({'P46094', 'IL1', 'P35626'})"
"frozenset({'IL1', 'Q8N2Y8', 'Q08379'})"
"frozenset({'P18124', 'IL1', 'P47914'})"
"frozenset({'P46531', 'IL1', 'Q5VTD9'})"
"frozenset({'Q15717', 'IL1', 'P20073'})"
"frozenset({'P00533', 'IL1', 'Q13535'})"
"frozenset({'P61978', 'IL1', 'Q14D33'})"
"frozenset({'IL1', 'P04629', 'P05023'})"
"frozenset({'Q9HCE1', 'IL1', 'P49590'})"
"frozenset({'Q5VWX1', 'P98179', 'IL1'})"
"frozenset({'P36776', 'Q15714', 'IL1'})"
"frozenset({'Q9BZD4', 'IL1', 'Q9UNZ2'})"
"frozenset({'IL1', 'Q14964', 'Q08379'})"
"frozenset({'P11226', 'IL1', 'P26022'})"
"frozenset({'P35813', 'Q5GAN3', 'IL1'})"
"frozenset({'Q6UXL0', 'IL1', 'P01574'})"
"frozenset({'P41218', 'IL1', 'Q9BQG0'})"
"frozenset({'Q9Y5U2', 'IL1', 'Q56P03'})"
"frozenset({'P51858', 'IL1', 'O76021'})"
"frozenset({'IL1', 'Q9Y3C1', 'Q5SSJ5'})"
"frozenset({'P27694', 'IL1', 'P35611'})"
"frozenset({'O15027', 'IL1', 'Q00688'})"
"frozenset({'IL1', 'P35609', 'Q6P050'})"
"frozenset({'Q03181', 'IL1', 'O95456'})"
"frozenset({'IL1', 'O60637', 'Q9NV92'})"
"frozenset({'P49736', 'IL1', 'Q6K0P9'})"
"frozenset({'O75923', 'IL1', 'Q99715'})"
"frozenset({'O15496', 'IL1', 'Q96HA8'})"
"frozenset({'Q01959', 'IL1', 'O43294'})"
"frozenset({'P54274', 'Q13488', 'IL1'})"
"frozenset({'P36873', 'Q13698', 'IL1'})"
"frozenset({'P25098', 'Q14832', 'IL1'})"
"frozenset({'Q9Y3R4', 'IL1', 'Q6K0P9'})"
"frozenset({'IL1', 'O75208', 'P63218'})"
"frozenset({'Q9Y463', 'IL1', 'Q8N5Y2'})"
"frozenset({'IL1', 'Q96B97', 'Q8WXE0'})"
"frozenset({'Q6NXT2', 'IL1', 'Q92794'})"
"frozenset({'P12035', 'IL1', 'Q2M2I5'})"
"frozenset({'IL1', 'O75436', 'O60294'})"
"frozenset({'Q8N6F8', 'IL1', 'Q9NQ94'})"
"frozenset({'IL1', 'P49023', 'Q05397'})"
"frozenset({'P50995', 'IL1', 'Q01844'})"
"frozenset({'IL1', 'Q8N0Z3', 'O75330'})"
"frozenset({'Q14739', 'IL1', 'Q9UK17'})"
"frozenset({'IL1', 'P12830', 'Q9BZF9'})"
"frozenset({'IL1', 'Q96C55', 'Q08379'})"
"frozenset({'Q07627', 'Q05952', 'IL1'})"
"frozenset({'Q8NFG4', 'IL1', 'Q5T7W7'})"
"frozenset({'P60660', 'IL1', 'Q15293'})"
"frozenset({'Q96CS2', 'Q66GS9', 'IL1'})"
"frozenset({'Q9NRX4', 'IL1', 'Q9H6Z4'})"
"frozenset({'IL1', 'Q92997', 'O43900'})"
"frozenset({'IL1', 'O75420', 'Q9Y3M8'})"
"frozenset({'Q15303', 'IL1', 'P04637'})"
"frozenset({'P61769', 'IL1', 'P27797'})"
"frozenset({'IL1', 'Q9H492', 'P13639'})"
"frozenset({'O00743', 'IL1', 'Q7L9L4'})"
"frozenset({'Q99598', 'IL1', 'Q07065'})"
"frozenset({'IL1', 'O60260', 'P28070'})"
"frozenset({'IL1', 'Q14500', 'O14910'})"
"frozenset({'P06126', 'P61769', 'IL1'})"
"frozenset({'P27694', 'IL1', 'Q8IWX8'})"
"frozenset({'IL1', 'Q9BWV1', 'Q4KMG0'})"
"frozenset({'P13612', 'IL1', 'Q9H583'})"
"frozenset({'P56693', 'IL1', 'Q99814'})"
"frozenset({'P36542', 'IL1', 'P63104'})"
"frozenset({'Q15047', 'IL1', 'Q06323'})"
"frozenset({'IL1', 'P38646', 'O60884'})"
"frozenset({'Q96HF1', 'IL1', 'P41221'})"
"frozenset({'P26358', 'Q92993', 'IL1'})"
"frozenset({'Q5T9C2', 'P03372', 'IL1'})"
"frozenset({'P04181', 'IL1', 'P56537'})"
"frozenset({'IL1', 'O15160', 'P19387'})"
"frozenset({'IL1', 'Q7L3T8', 'P54646'})"
"frozenset({'IL1', 'O95470', 'Q6NUS6'})"
"frozenset({'Q16778', 'IL1', 'O75582'})"
"frozenset({'IL1', 'Q9NR09', 'P51668'})"
"frozenset({'Q15717', 'IL1', 'Q9UGI8'})"
"frozenset({'IL1', 'P54762', 'P00519'})"
"frozenset({'P34897', 'IL1', 'Q9UPI3'})"
"frozenset({'Q14494', 'IL1', 'P07384'})"
"frozenset({'P55072', 'IL1', 'P30876'})"
"frozenset({'IL1', 'P02511', 'Q9UJX2'})"
"frozenset({'Q9GZN7', 'IL1', 'Q8TDJ6'})"
"frozenset({'P30480', 'IL1', 'Q9NSE4'})"
"frozenset({'IL1', 'P61978', 'P63165'})"
"frozenset({'Q16099', 'IL1', 'P20339'})"
"frozenset({'Q05655', 'IL1', 'P07900'})"
"frozenset({'Q05639', 'IL1', 'O95156'})"
"frozenset({'IL1', 'Q9H8W4', 'O15119'})"
"frozenset({'Q96GM5', 'IL1', 'Q13228'})"
"frozenset({'IL1', 'Q96EZ8', 'O94972'})"
"frozenset({'Q14566', 'IL1', 'O43929'})"
"frozenset({'Q9NRC8', 'IL1', 'P21796'})"
"frozenset({'IL1', 'Q9P219', 'P05067'})"
"frozenset({'IL1', 'Q5T619', 'P50222'})"
"frozenset({'Q14494', 'IL1', 'O15525'})"
"frozenset({'Q6UXH8', 'O94842', 'IL1'})"
"frozenset({'O00187', 'IL1', 'P01024'})"
"frozenset({'Q9NR45', 'IL1', 'Q15181'})"
"frozenset({'IL1', 'P25786', 'Q96KQ7'})"
"frozenset({'IL1', 'P12109', 'P31431'})"
"frozenset({'Q9Y3C0', 'P21246', 'IL1'})"
"frozenset({'Q3ZCM7', 'IL1', 'Q9BW62'})"
"frozenset({'Q562R1', 'IL1', 'Q9UQK1'})"
"frozenset({'IL1', 'P52732', 'P62750'})"
"frozenset({'Q58FF6', 'IL1', 'P60891'})"
"frozenset({'P26715', 'IL1', 'Q4LDR2'})"
"frozenset({'Q9Y5V3', 'IL1', 'Q96HB5'})"
"frozenset({'IL1', 'O95450', 'Q8WWY8'})"
"frozenset({'O95757', 'IL1', 'Q9H074'})"
"frozenset({'P06733', 'IL1', 'Q8TCJ0'})"
"frozenset({'P63092', 'IL1', 'O15303'})"
"frozenset({'IL1', 'O43889', 'O75787'})"
"frozenset({'Q9NZZ3', 'IL1', 'P40818'})"
"frozenset({'O75128', 'P47755', 'IL1'})"
"frozenset({'IL1', 'P49427', 'O00560'})"
"frozenset({'IL1', 'O15182', 'Q70CQ1'})"
"frozenset({'P67775', 'IL1', 'P31751'})"
"frozenset({'Q9UBU9', 'IL1', 'O75874'})"
"frozenset({'IL1', 'Q16539', 'Q9UBK2'})"
"frozenset({'O14964', 'Q2I0M5', 'IL1'})"
"frozenset({'Q93062', 'IL1', 'Q53HV7'})"
"frozenset({'IL1', 'Q7Z589', 'P52272'})"
"frozenset({'Q13616', 'IL1', 'P62937'})"
"frozenset({'Q05516', 'IL1', 'O43504'})"
"frozenset({'IL1', 'P50222', 'Q96NC0'})"
"frozenset({'IL1', 'P32745', 'Q5TCQ9'})"
"frozenset({'Q96H79', 'IL1', 'Q9NW97'})"
"frozenset({'IL1', 'P16455', 'P08670'})"
"frozenset({'O14641', 'IL1', 'P56545'})"
"frozenset({'P05062', 'IL1', 'O60921'})"
"frozenset({'IL1', 'P32121', 'O95006'})"
"frozenset({'O75344', 'Q7L804', 'IL1'})"
"frozenset({'IL1', 'P52948', 'O95997'})"
"frozenset({'P23416', 'IL1', 'Q13433'})"
"frozenset({'P46776', 'IL1', 'P62910'})"
"frozenset({'IL1', 'Q8NDZ2', 'P63165'})"
"frozenset({'P12931', 'IL1', 'Q13191'})"
"frozenset({'IL1', 'Q86VP6', 'P53396'})"
"frozenset({'IL1', 'P51784', 'P15884'})"
"frozenset({'Q92569', 'O75604', 'IL1'})"
"frozenset({'IL1', 'P48736', 'Q9UQC2'})"
"frozenset({'Q8IUQ4', 'IL1', 'P62195'})"
"frozenset({'P25098', 'IL1', 'Q8NGD3'})"
"frozenset({'IL1', 'A8MT69', 'Q14469'})"
"frozenset({'IL1', 'P10914', 'P10145'})"
"frozenset({'P62714', 'Q8WWX0', 'IL1'})"
"frozenset({'IL1', 'Q9BQC6', 'Q9BYD3'})"
"frozenset({'O75694', 'P02751', 'IL1'})"
"frozenset({'O14662', 'IL1', 'Q8IUH5'})"
"frozenset({'IL1', 'P28070', 'Q16186'})"
"frozenset({'IL1', 'Q9UPN9', 'P51965'})"
"frozenset({'IL1', 'Q9NR30', 'Q08945'})"
"frozenset({'IL1', 'P31146', 'P61326'})"
"frozenset({'P28289', 'IL1', 'Q13596'})"
"frozenset({'Q9Y2K6', 'IL1', 'Q9Y4K3'})"
"frozenset({'IL1', 'P53985', 'Q96SW2'})"
"frozenset({'P41212', 'IL1', 'Q9Y603'})"
"frozenset({'IL1', 'O00257', 'P35398'})"
"frozenset({'IL1', 'P24385', 'Q9UJU2'})"
"frozenset({'Q12789', 'IL1', 'Q13535'})"
"frozenset({'P14618', 'IL1', 'P19320'})"
"frozenset({'IL1', 'P47914', 'P62891'})"
"frozenset({'P63220', 'IL1', 'P62913'})"
"frozenset({'P01569', 'P15509', 'IL1'})"
"frozenset({'IL1', 'Q9NUH8', 'Q9Y5P8'})"
"frozenset({'IL1', 'Q8IV63', 'Q8NBS9'})"
"frozenset({'Q68CJ9', 'IL1', 'Q96LK0'})"
"frozenset({'IL1', 'Q9P244', 'O75044'})"
"frozenset({'Q6P087', 'IL1', 'Q9NPE2'})"
"frozenset({'IL1', 'P05067', 'Q9P0W8'})"
"frozenset({'IL1', 'Q15365', 'Q9BUJ2'})"
"frozenset({'A5D8V7', 'IL1', 'Q9H7X7'})"
"frozenset({'Q9UHV7', 'IL1', 'Q9BWU1'})"
"frozenset({'P39656', 'IL1', 'P78318'})"
"frozenset({'Q13011', 'IL1', 'Q8N4C6'})"
"frozenset({'IL1', 'O95999', 'Q9Y2V7'})"
"frozenset({'P08514', 'IL1', 'P20849'})"
"frozenset({'P55072', 'IL1', 'Q9BYE2'})"
"frozenset({'IL1', 'Q14CZ7', 'P23396'})"
"frozenset({'Q13114', 'IL1', 'O15455'})"
"frozenset({'Q13185', 'IL1', 'P22492'})"
"frozenset({'Q9NTI7', 'IL1', 'P05067'})"
"frozenset({'P35544', 'P62277', 'IL1'})"
"frozenset({'IL1', 'Q9Y605', 'Q0D2H9'})"
"frozenset({'Q2QGD7', 'IL1', 'Q9NQ76'})"
"frozenset({'P28072', 'P25786', 'IL1'})"
"frozenset({'Q00325', 'IL1', 'P19438'})"
