negatives
"frozenset({'Q6P2C8', 'IL1', 'Q96HR3'})"
"frozenset({'P32121', 'IL1', 'P36578'})"
"frozenset({'P27824', 'IL1', 'P45880'})"
"frozenset({'Q96FW1', 'P62979', 'IL1'})"
"frozenset({'P28067', 'P01912', 'IL1'})"
"frozenset({'IL1', 'P26006', 'P10451'})"
"frozenset({'IL1', 'Q9UBB9', 'Q9Y247'})"
"frozenset({'P10747', 'IL1', 'P62993'})"
"frozenset({'Q13642', 'O75398', 'IL1'})"
"frozenset({'P17612', 'IL1', 'P42261'})"
"frozenset({'P36873', 'Q6ZMY3', 'IL1'})"
"frozenset({'IL1', 'P53778', 'P06401'})"
"frozenset({'P14784', 'IL1', 'P62993'})"
"frozenset({'Q9BQ70', 'IL1', 'Q08830'})"
"frozenset({'IL1', 'Q96GX1', 'Q9BV81'})"
"frozenset({'Q8NFG4', 'IL1', 'Q9H0R8'})"
"frozenset({'IL1', 'Q96HD1', 'P61088'})"
"frozenset({'IL1', 'Q14155', 'P29353'})"
"frozenset({'P43115', 'IL1', 'P60410'})"
"frozenset({'IL1', 'Q8TCJ0', 'O14950'})"
"frozenset({'Q9HCK5', 'IL1', 'P53007'})"
"frozenset({'Q14129', 'IL1', 'Q7Z6G3'})"
"frozenset({'O00429', 'IL1', 'O95486'})"
"frozenset({'Q8IZU0', 'IL1', 'O15315'})"
"frozenset({'IL1', 'Q5TA81', 'Q6L8H2'})"
"frozenset({'IL1', 'P19320', 'P46778'})"
"frozenset({'IL1', 'Q9BYW2', 'Q16695'})"
"frozenset({'Q6ZU80', 'IL1', 'Q13625'})"
"frozenset({'P55072', 'IL1', 'Q8TDD1'})"
"frozenset({'P08865', 'IL1', 'P08708'})"
"frozenset({'P49917', 'Q86WX3', 'IL1'})"
"frozenset({'IL1', 'P51114', 'Q7L576'})"
"frozenset({'IL1', 'P15927', 'Q9UQE7'})"
"frozenset({'Q96JN0', 'IL1', 'Q16576'})"
"frozenset({'IL1', 'P56199', 'P46108'})"
"frozenset({'IL1', 'Q03405', 'O75347'})"
"frozenset({'IL1', 'Q15155', 'Q12906'})"
"frozenset({'P23142', 'P29279', 'IL1'})"
"frozenset({'IL1', 'Q00597', 'P16435'})"
"frozenset({'O00159', 'Q8IXM2', 'IL1'})"
"frozenset({'IL1', 'P51636', 'O14939'})"
"frozenset({'IL1', 'O94966', 'P41252'})"
"frozenset({'Q9UM11', 'IL1', 'O75496'})"
"frozenset({'Q9BVQ7', 'IL1', 'Q8WYA0'})"
"frozenset({'IL1', 'Q86YD3', 'Q9UJJ9'})"
"frozenset({'IL1', 'Q13526', 'Q9NR12'})"
"frozenset({'IL1', 'O00459', 'Q9HC35'})"
"frozenset({'IL1', 'Q13868', 'Q16666'})"
"frozenset({'P30281', 'IL1', 'P24941'})"
"frozenset({'IL1', 'P55103', 'P27037'})"
"frozenset({'IL1', 'P12883', 'Q9Y5K8'})"
"frozenset({'IL1', 'O43765', 'Q15654'})"
"frozenset({'IL1', 'Q13315', 'Q5JSL3'})"
"frozenset({'Q9NQZ5', 'IL1', 'Q5TEU4'})"
"frozenset({'IL1', 'Q9UQ26', 'P62993'})"
"frozenset({'Q00577', 'IL1', 'P05362'})"
"frozenset({'Q9BZD4', 'IL1', 'Q6ZRS2'})"
"frozenset({'IL1', 'O75364', 'P02766'})"
"frozenset({'P22694', 'O43181', 'IL1'})"
"frozenset({'O14744', 'IL1', 'P51531'})"
"frozenset({'IL1', 'P49116', 'Q09028'})"
"frozenset({'IL1', 'Q13683', 'O15230'})"
"frozenset({'IL1', 'Q8WXI9', 'Q14192'})"
"frozenset({'IL1', 'Q6ZMU5', 'P19838'})"
"frozenset({'P24001', 'O15131', 'IL1'})"
"frozenset({'IL1', 'P61088', 'Q8IUQ4'})"
"frozenset({'Q92575', 'IL1', 'Q96GX1'})"
"frozenset({'P49746', 'IL1', 'O00213'})"
"frozenset({'IL1', 'Q6NVU6', 'Q96MT4'})"
"frozenset({'Q8NGZ5', 'IL1', 'P38405'})"
"frozenset({'Q96H20', 'O75360', 'IL1'})"
"frozenset({'Q9BY76', 'IL1', 'P60709'})"
"frozenset({'Q9H8W3', 'IL1', 'O00505'})"
"frozenset({'Q9Y6H5', 'IL1', 'Q8IUQ4'})"
"frozenset({'Q92833', 'IL1', 'Q01860'})"
"frozenset({'P62714', 'IL1', 'P78371'})"
"frozenset({'O14978', 'IL1', 'Q8NF99'})"
"frozenset({'IL1', 'Q99062', 'P40225'})"
"frozenset({'P49585', 'IL1', 'O15126'})"
"frozenset({'Q2KHR3', 'IL1', 'Q13643'})"
"frozenset({'IL1', 'Q5BJF6', 'Q9BRK4'})"
"frozenset({'O95429', 'IL1', 'P34931'})"
"frozenset({'Q9UPP1', 'IL1', 'P82914'})"
"frozenset({'Q9NPC1', 'IL1', 'P50148'})"
"frozenset({'IL1', 'Q9BUJ2', 'P31943'})"
"frozenset({'Q86SE5', 'Q12926', 'IL1'})"
"frozenset({'P55087', 'IL1', 'Q96CW1'})"
"frozenset({'P00533', 'IL1', 'P13010'})"
"frozenset({'Q02878', 'P62277', 'IL1'})"
"frozenset({'Q9ULU8', 'IL1', 'Q3B820'})"
"frozenset({'Q86XT4', 'IL1', 'Q969R5'})"
"frozenset({'Q8N8Y5', 'IL1', 'Q9P0K7'})"
"frozenset({'Q14684', 'IL1', 'P46379'})"
"frozenset({'Q13642', 'IL1', 'Q14765'})"
"frozenset({'P42680', 'IL1', 'Q9NZN5'})"
"frozenset({'IL1', 'P09467', 'O43683'})"
"frozenset({'Q9NPF7', 'IL1', 'Q04206'})"
"frozenset({'Q9NQC8', 'IL1', 'Q9Y366'})"
"frozenset({'Q9NRR5', 'P53816', 'IL1'})"
"frozenset({'P05783', 'P02751', 'IL1'})"
"frozenset({'IL1', 'P01106', 'Q495B1'})"
"frozenset({'P62851', 'IL1', 'O60260'})"
"frozenset({'IL1', 'Q5MIZ7', 'P33176'})"
"frozenset({'Q15742', 'IL1', 'Q9UHB4'})"
"frozenset({'P56539', 'IL1', 'Q12791'})"
"frozenset({'Q16795', 'IL1', 'O14561'})"
"frozenset({'Q13616', 'IL1', 'Q99618'})"
"frozenset({'P25786', 'IL1', 'Q9Y250'})"
"frozenset({'O60262', 'IL1', 'Q8NGQ5'})"
"frozenset({'IL1', 'P63167', 'Q15154'})"
"frozenset({'IL1', 'O43542', 'Q13535'})"
"frozenset({'P56704', 'IL1', 'Q8J025'})"
"frozenset({'Q13555', 'Q9NQW6', 'IL1'})"
"frozenset({'Q96QD8', 'IL1', 'Q9C0B0'})"
"frozenset({'P35226', 'IL1', 'O14893'})"
"frozenset({'IL1', 'P34059', 'Q16635'})"
"frozenset({'Q2KHR3', 'IL1', 'Q96QT6'})"
"frozenset({'O94761', 'IL1', 'Q9BVW5'})"
"frozenset({'O96013', 'P15153', 'IL1'})"
"frozenset({'Q15717', 'IL1', 'Q9UKY7'})"
"frozenset({'P62280', 'IL1', 'B5ME19'})"
"frozenset({'IL1', 'P04629', 'Q6P1J9'})"
"frozenset({'Q15717', 'Q9NVV4', 'IL1'})"
"frozenset({'IL1', 'Q8TAD2', 'Q01113'})"
"frozenset({'P20700', 'IL1', 'O43918'})"
"frozenset({'IL1', 'Q9Y5N6', 'Q99459'})"
"frozenset({'IL1', 'P24928', 'P55210'})"
"frozenset({'Q8NHV4', 'O60296', 'IL1'})"
"frozenset({'IL1', 'Q15836', 'P11171'})"
"frozenset({'O00217', 'O95299', 'IL1'})"
"frozenset({'Q00987', 'IL1', 'P49407'})"
"frozenset({'IL1', 'P03372', 'P39687'})"
"frozenset({'Q08ER8', 'IL1', 'P23508'})"
"frozenset({'Q16204', 'IL1', 'Q9Y266'})"
"frozenset({'Q92530', 'IL1', 'O43251'})"
"frozenset({'Q6ZW49', 'IL1', 'O75400'})"
"frozenset({'IL1', 'O14757', 'P43243'})"
"frozenset({'Q13501', 'IL1', 'Q9HCE1'})"
"frozenset({'Q03014', 'IL1', 'P60371'})"
"frozenset({'IL1', 'O75509', 'P05067'})"
"frozenset({'IL1', 'P38159', 'P52272'})"
"frozenset({'P04216', 'P63279', 'IL1'})"
"frozenset({'Q7Z3K3', 'IL1', 'Q15038'})"
"frozenset({'Q92783', 'IL1', 'P78318'})"
"frozenset({'IL1', 'P60484', 'P49411'})"
"frozenset({'IL1', 'P06493', 'P35611'})"
"frozenset({'IL1', 'Q86XE5', 'Q96I51'})"
"frozenset({'Q9NZI7', 'IL1', 'Q9UJU5'})"
"frozenset({'IL1', 'Q93074', 'Q969H0'})"
"frozenset({'IL1', 'Q14289', 'Q00005'})"
"frozenset({'IL1', 'Q9NYW8', 'P63165'})"
"frozenset({'P10276', 'IL1', 'Q9Y6X2'})"
"frozenset({'IL1', 'Q96QZ7', 'O43166'})"
"frozenset({'P10276', 'IL1', 'P31749'})"
"frozenset({'Q8TC12', 'IL1', 'Q8TDD5'})"
"frozenset({'P01569', 'IL1', 'P01563'})"
"frozenset({'IL1', 'P00519', 'Q99259'})"
"frozenset({'IL1', 'P31943', 'Q96EL3'})"
"frozenset({'IL1', 'Q53EZ4', 'P11233'})"
"frozenset({'IL1', 'P05067', 'Q16827'})"
"frozenset({'IL1', 'Q86U86', 'P01106'})"
"frozenset({'IL1', 'P05023', 'Q9H0U4'})"
"frozenset({'IL1', 'Q00887', 'Q5SVZ6'})"
"frozenset({'P05783', 'P22681', 'IL1'})"
"frozenset({'Q13555', 'IL1', 'Q16625'})"
"frozenset({'Q9H4P4', 'IL1', 'Q66PJ3'})"
"frozenset({'IL1', 'P46379', 'Q9NVW2'})"
"frozenset({'Q92598', 'IL1', 'Q9H0R8'})"
"frozenset({'P06733', 'IL1', 'Q13547'})"
"frozenset({'IL1', 'Q8WXG9', 'Q13402'})"
"frozenset({'P14373', 'IL1', 'Q3SY00'})"
"frozenset({'O95995', 'IL1', 'Q96MY7'})"
"frozenset({'IL1', 'Q8IYT8', 'P22626'})"
"frozenset({'Q8IXM2', 'IL1', 'Q01167'})"
"frozenset({'O94973', 'P55072', 'IL1'})"
"frozenset({'O00421', 'IL1', 'Q99731'})"
"frozenset({'Q96MU7', 'IL1', 'Q9NRD5'})"
"frozenset({'Q92569', 'IL1', 'O14807'})"
"frozenset({'P08311', 'IL1', 'P01024'})"
"frozenset({'Q9GZR7', 'IL1', 'Q15287'})"
"frozenset({'P60411', 'IL1', 'Q9P127'})"
"frozenset({'IL1', 'Q5MJ09', 'Q9Y297'})"
"frozenset({'P48431', 'Q96GM5', 'IL1'})"
"frozenset({'P04554', 'IL1', 'Q92754'})"
"frozenset({'IL1', 'O95297', 'Q18PE1'})"
"frozenset({'P62736', 'IL1', 'P19838'})"
"frozenset({'Q06547', 'IL1', 'Q14192'})"
"frozenset({'P67775', 'IL1', 'Q9Y314'})"
"frozenset({'IL1', 'Q99661', 'Q15691'})"
"frozenset({'Q12962', 'IL1', 'Q16695'})"
"frozenset({'O15344', 'IL1', 'P35998'})"
"frozenset({'IL1', 'Q96T58', 'P52758'})"
"frozenset({'IL1', 'Q86V81', 'P84103'})"
"frozenset({'Q96CS2', 'IL1', 'Q7Z4H7'})"
"frozenset({'Q96P65', 'IL1', 'P54760'})"
"frozenset({'Q9NQH7', 'IL1', 'Q92630'})"
"frozenset({'P25445', 'Q05513', 'IL1'})"
"frozenset({'IL1', 'Q15561', 'Q9UJU2'})"
"frozenset({'P23921', 'Q9Y478', 'IL1'})"
"frozenset({'Q96I34', 'IL1', 'P29144'})"
"frozenset({'Q02297', 'IL1', 'P21860'})"
"frozenset({'IL1', 'Q9Y678', 'Q8N163'})"
"frozenset({'O75360', 'IL1', 'Q9NQG5'})"
"frozenset({'O95182', 'IL1', 'P56556'})"
"frozenset({'IL1', 'P40227', 'Q96M98'})"
"frozenset({'IL1', 'Q96Q27', 'Q13617'})"
"frozenset({'IL1', 'P14625', 'Q9H814'})"
"frozenset({'Q13158', 'IL1', 'Q6WCQ1'})"
"frozenset({'P60331', 'IL1', 'Q7Z2X4'})"
"frozenset({'P19174', 'IL1', 'Q9NZT1'})"
"frozenset({'Q2M296', 'Q00765', 'IL1'})"
"frozenset({'IL1', 'Q8IXI1', 'Q5JSL3'})"
"frozenset({'P82673', 'IL1', 'Q12906'})"
"frozenset({'IL1', 'P48444', 'Q6IN85'})"
"frozenset({'IL1', 'P29122', 'O00555'})"
"frozenset({'Q504Q3', 'IL1', 'P62258'})"
"frozenset({'Q00987', 'IL1', 'Q15029'})"
"frozenset({'Q9BWC9', 'IL1', 'O00560'})"
"frozenset({'IL1', 'P17066', 'Q8TEW0'})"
"frozenset({'Q15796', 'IL1', 'P46934'})"
"frozenset({'P33991', 'IL1', 'Q86T82'})"
"frozenset({'IL1', 'O75800', 'Q96FT9'})"
"frozenset({'Q8N865', 'IL1', 'P41182'})"
"frozenset({'IL1', 'Q9GZX6', 'P40238'})"
"frozenset({'O15496', 'P32242', 'IL1'})"
"frozenset({'O75925', 'Q92731', 'IL1'})"
"frozenset({'IL1', 'O75448', 'Q15528'})"
"frozenset({'IL1', 'P18621', 'P62857'})"
"frozenset({'P67775', 'IL1', 'Q96M94'})"
"frozenset({'Q8NE01', 'IL1', 'P84103'})"
"frozenset({'Q9UIF9', 'IL1', 'Q96JN0'})"
"frozenset({'P42766', 'IL1', 'Q13951'})"
"frozenset({'P55072', 'IL1', 'Q9Y6E2'})"
"frozenset({'IL1', 'P28799', 'P80370'})"
"frozenset({'Q14498', 'IL1', 'P50750'})"
"frozenset({'Q9Y4A8', 'Q9BYV9', 'IL1'})"
"frozenset({'IL1', 'P28702', 'Q07890'})"
"frozenset({'P35658', 'IL1', 'Q9H0R8'})"
"frozenset({'IL1', 'Q01970', 'Q13237'})"
"frozenset({'Q9ULB1', 'Q9Y6X6', 'IL1'})"
"frozenset({'IL1', 'Q92876', 'P29400'})"
"frozenset({'IL1', 'Q9UG63', 'Q8WU90'})"
"frozenset({'IL1', 'Q14627', 'Q04721'})"
"frozenset({'O43264', 'IL1', 'O75365'})"
"frozenset({'Q9UK61', 'IL1', 'Q92902'})"
"frozenset({'Q8TDY2', 'IL1', 'P27816'})"
"frozenset({'P11387', 'IL1', 'P19525'})"
"frozenset({'O95793', 'IL1', 'Q92945'})"
"frozenset({'IL1', 'O75420', 'P31946'})"
"frozenset({'P54259', 'IL1', 'P17858'})"
"frozenset({'IL1', 'O00548', 'O00587'})"
"frozenset({'Q9P0L0', 'O75381', 'IL1'})"
"frozenset({'P32121', 'IL1', 'Q8NGJ6'})"
"frozenset({'IL1', 'Q8IVT5', 'O75487'})"
"frozenset({'IL1', 'Q8IUH5', 'Q9UIJ7'})"
"frozenset({'P62491', 'IL1', 'Q8TAG9'})"
"frozenset({'Q99943', 'IL1', 'P01106'})"
"frozenset({'IL1', 'Q9BUV8', 'O00571'})"
"frozenset({'IL1', 'P49023', 'Q01844'})"
"frozenset({'P01024', 'IL1', 'Q9NVP2'})"
"frozenset({'P46940', 'IL1', 'Q14999'})"
"frozenset({'Q53HC9', 'IL1', 'Q96EV8'})"
"frozenset({'IL1', 'P41182', 'P06734'})"
"frozenset({'IL1', 'P62269', 'Q969P0'})"
"frozenset({'P27695', 'IL1', 'P40763'})"
"frozenset({'IL1', 'P09529', 'P19883'})"
"frozenset({'IL1', 'Q12800', 'Q16539'})"
"frozenset({'P08865', 'IL1', 'P12956'})"
"frozenset({'Q99958', 'IL1', 'P17482'})"
"frozenset({'Q9UMR2', 'Q92817', 'IL1'})"
"frozenset({'Q15047', 'IL1', 'P12757'})"
"frozenset({'Q9HBH9', 'IL1', 'P46379'})"
"frozenset({'Q13232', 'IL1', 'Q9Y5J5'})"
"frozenset({'IL1', 'P31749', 'O15360'})"
"frozenset({'P06753', 'IL1', 'P04637'})"
"frozenset({'IL1', 'Q9Y3B4', 'Q12906'})"
"frozenset({'IL1', 'Q9Y3A3', 'Q9HC77'})"
"frozenset({'Q5VVX9', 'IL1', 'Q5M7Z0'})"
"frozenset({'P22087', 'IL1', 'Q49A26'})"
"frozenset({'P46531', 'IL1', 'Q9BZK7'})"
"frozenset({'IL1', 'P62877', 'Q9Y297'})"
"frozenset({'O95274', 'IL1', 'Q92797'})"
"frozenset({'Q9NTX5', 'IL1', 'Q9BQB6'})"
"frozenset({'O43150', 'IL1', 'Q15788'})"
"frozenset({'IL1', 'P07437', 'Q9Y4K3'})"
"frozenset({'IL1', 'Q13263', 'Q9C030'})"
"frozenset({'P18124', 'IL1', 'P30050'})"
"frozenset({'IL1', 'Q9Y305', 'Q01860'})"
"frozenset({'IL1', 'P19474', 'Q13287'})"
"frozenset({'IL1', 'P54725', 'O14818'})"
"frozenset({'Q15436', 'IL1', 'Q9UIA9'})"
"frozenset({'IL1', 'Q07352', 'Q16539'})"
"frozenset({'P46531', 'IL1', 'Q04206'})"
"frozenset({'IL1', 'Q99814', 'Q16665'})"
"frozenset({'Q00653', 'IL1', 'P62244'})"
"frozenset({'Q15915', 'IL1', 'Q3LHN2'})"
"frozenset({'P78537', 'P57721', 'IL1'})"
"frozenset({'IL1', 'Q9BRK4', 'Q12933'})"
"frozenset({'Q9Y240', 'IL1', 'O43567'})"
"frozenset({'IL1', 'O43752', 'Q8TDX6'})"
"frozenset({'Q8WVN8', 'O60291', 'IL1'})"
"frozenset({'Q9H2P0', 'IL1', 'P17040'})"
"frozenset({'IL1', 'P35249', 'P01106'})"
"frozenset({'Q6SJ93', 'IL1', 'Q9NQ11'})"
"frozenset({'P62633', 'IL1', 'Q9Y6E2'})"
"frozenset({'Q9NZQ3', 'IL1', 'P00519'})"
"frozenset({'Q9BS18', 'IL1', 'O95067'})"
"frozenset({'IL1', 'P50570', 'Q14203'})"
"frozenset({'Q96FW1', 'IL1', 'O60739'})"
"frozenset({'IL1', 'H3BR10', 'Q96G97'})"
"frozenset({'P20963', 'Q4ADV7', 'IL1'})"
"frozenset({'P62277', 'IL1', 'P62910'})"
"frozenset({'IL1', 'Q7L7L0', 'Q86WJ1'})"
"frozenset({'P06733', 'IL1', 'Q92621'})"
"frozenset({'Q9GZS1', 'IL1', 'Q16543'})"
"frozenset({'IL1', 'P17098', 'P62807'})"
"frozenset({'IL1', 'A2RTX5', 'Q96FV9'})"
"frozenset({'Q9Y5W9', 'IL1', 'Q15041'})"
"frozenset({'IL1', 'O75815', 'Q9UJX0'})"
"frozenset({'IL1', 'Q92793', 'P20749'})"
"frozenset({'P03951', 'IL1', 'P00734'})"
"frozenset({'Q01955', 'IL1', 'P18084'})"
"frozenset({'O94973', 'IL1', 'P34947'})"
"frozenset({'Q53EL6', 'IL1', 'P09651'})"
"frozenset({'P11142', 'IL1', 'Q13619'})"
"frozenset({'IL1', 'O95433', 'Q13885'})"
"frozenset({'IL1', 'Q96NU7', 'Q8NBE8'})"
"frozenset({'O95751', 'IL1', 'Q9C0A6'})"
"frozenset({'P04150', 'IL1', 'P06239'})"
"frozenset({'Q10472', 'Q9HCE1', 'IL1'})"
"frozenset({'Q9GZP0', 'IL1', 'P36888'})"
"frozenset({'Q15369', 'IL1', 'O14508'})"
"frozenset({'IL1', 'Q8N2Z9', 'Q96E14'})"
"frozenset({'P40337', 'IL1', 'P46777'})"
"frozenset({'Q9HCE1', 'IL1', 'Q15070'})"
"frozenset({'O94925', 'IL1', 'P07384'})"
"frozenset({'IL1', 'Q9NV56', 'Q00839'})"
"frozenset({'IL1', 'Q00597', 'P19525'})"
"frozenset({'IL1', 'P33076', 'P62195'})"
"frozenset({'Q8WTS6', 'P03372', 'IL1'})"
"frozenset({'IL1', 'P30419', 'Q9NR50'})"
"frozenset({'P04792', 'IL1', 'Q92890'})"
"frozenset({'IL1', 'Q8N7P3', 'Q96B33'})"
"frozenset({'Q13126', 'P61960', 'IL1'})"
"frozenset({'IL1', 'P63173', 'P39019'})"
"frozenset({'IL1', 'Q92769', 'Q09028'})"
"frozenset({'IL1', 'Q6IQ32', 'P27987'})"
"frozenset({'IL1', 'Q96RI1', 'Q15788'})"
"frozenset({'P51970', 'IL1', 'P51149'})"
"frozenset({'Q9NQ66', 'IL1', 'P63215'})"
"frozenset({'IL1', 'P14373', 'Q9BT92'})"
"frozenset({'P18124', 'P03372', 'IL1'})"
"frozenset({'O95801', 'IL1', 'O14929'})"
"frozenset({'IL1', 'Q5S007', 'P55060'})"
"frozenset({'Q05925', 'Q04724', 'IL1'})"
"frozenset({'Q969Q1', 'IL1', 'Q8IX12'})"
"frozenset({'IL1', 'Q15118', 'A3KMH1'})"
"frozenset({'Q9H4P4', 'IL1', 'Q9NR09'})"
"frozenset({'IL1', 'P11308', 'P52597'})"
"frozenset({'IL1', 'P43629', 'Q06124'})"
"frozenset({'Q15796', 'IL1', 'P62263'})"
"frozenset({'IL1', 'Q8IVT5', 'P57078'})"
"frozenset({'Q6P0Q8', 'IL1', 'Q12933'})"
"frozenset({'IL1', 'P84090', 'Q9H0U6'})"
"frozenset({'Q9HCE1', 'IL1', 'Q14320'})"
"frozenset({'Q13370', 'IL1', 'P31749'})"
"frozenset({'Q09472', 'IL1', 'P35659'})"
"frozenset({'IL1', 'P38159', 'P63000'})"
"frozenset({'IL1', 'O00232', 'Q99436'})"
"frozenset({'P62310', 'IL1', 'Q86XR8'})"
"frozenset({'IL1', 'P25106', 'P19838'})"
"frozenset({'IL1', 'Q96K17', 'Q8N3L3'})"
"frozenset({'P45984', 'IL1', 'Q9Y4K3'})"
"frozenset({'Q86YD1', 'IL1', 'Q13813'})"
"frozenset({'P45984', 'IL1', 'P28562'})"
"frozenset({'Q5U3C3', 'IL1', 'Q9H244'})"
"frozenset({'P32121', 'IL1', 'Q8NGC7'})"
"frozenset({'Q9HCE7', 'IL1', 'P38646'})"
"frozenset({'P08865', 'IL1', 'P27695'})"
"frozenset({'IL1', 'Q14185', 'Q96L33'})"
"frozenset({'Q15776', 'IL1', 'Q96N95'})"
"frozenset({'Q9UBC3', 'IL1', 'Q9UM22'})"
"frozenset({'IL1', 'Q0VF96', 'P62258'})"
"frozenset({'IL1', 'Q8WZ60', 'Q9Y266'})"
"frozenset({'IL1', 'Q13094', 'P63104'})"
"frozenset({'P18146', 'IL1', 'P60568'})"
"frozenset({'IL1', 'O15198', 'P27348'})"
"frozenset({'IL1', 'Q96GX1', 'O96005'})"
"frozenset({'Q3LI64', 'IL1', 'Q13087'})"
"frozenset({'Q13099', 'IL1', 'P25311'})"
"frozenset({'P20036', 'IL1', 'P04440'})"
"frozenset({'Q9NX09', 'IL1', 'P46934'})"
"frozenset({'IL1', 'P03372', 'O00567'})"
"frozenset({'P63279', 'IL1', 'P13010'})"
"frozenset({'Q96J92', 'IL1', 'P08238'})"
"frozenset({'Q8N205', 'IL1', 'O43760'})"
"frozenset({'Q66GS9', 'IL1', 'Q49A88'})"
"frozenset({'IL1', 'P62266', 'Q9NR30'})"
"frozenset({'Q12789', 'P55072', 'IL1'})"
"frozenset({'O15027', 'IL1', 'O00443'})"
"frozenset({'IL1', 'Q13242', 'P61326'})"
"frozenset({'Q8NEC5', 'IL1', 'Q9BYR7'})"
"frozenset({'P60981', 'O43464', 'IL1'})"
"frozenset({'IL1', 'P63244', 'P52630'})"
"frozenset({'IL1', 'P42768', 'Q9BPX5'})"
"frozenset({'Q9BRS2', 'Q9HCE7', 'IL1'})"
"frozenset({'Q9HA65', 'IL1', 'O95218'})"
"frozenset({'A6NHL2', 'IL1', 'Q96RT8'})"
"frozenset({'Q15717', 'IL1', 'P48995'})"
"frozenset({'P19174', 'IL1', 'Q92974'})"
"frozenset({'Q00325', 'Q9HCE7', 'IL1'})"
"frozenset({'IL1', 'P05412', 'Q86UP2'})"
"frozenset({'Q9H361', 'P00441', 'IL1'})"
"frozenset({'Q9Y275', 'IL1', 'Q9H8T0'})"
"frozenset({'Q13404', 'IL1', 'Q9BZR9'})"
"frozenset({'P04040', 'IL1', 'P42684'})"
"frozenset({'P0DPB5', 'IL1', 'Q3B726'})"
"frozenset({'Q02763', 'P05106', 'IL1'})"
"frozenset({'IL1', 'Q7Z4V0', 'Q08379'})"
"frozenset({'Q8N9N2', 'IL1', 'Q8N3C0'})"
"frozenset({'IL1', 'Q9NX61', 'P01106'})"
"frozenset({'IL1', 'Q09161', 'P30154'})"
"frozenset({'P19086', 'IL1', 'P42898'})"
"frozenset({'IL1', 'Q9NS73', 'Q6ZWJ1'})"
"frozenset({'Q9NY59', 'IL1', 'P01375'})"
"frozenset({'IL1', 'Q16526', 'Q99750'})"
"frozenset({'O43164', 'IL1', 'Q8TEP8'})"
"frozenset({'Q13616', 'IL1', 'Q6R327'})"
"frozenset({'Q9UBU9', 'IL1', 'Q8WVQ1'})"
"frozenset({'Q9C0J9', 'IL1', 'P19793'})"
"frozenset({'IL1', 'Q9H078', 'Q99750'})"
"frozenset({'P60520', 'IL1', 'Q96QK1'})"
"frozenset({'P11387', 'IL1', 'P01106'})"
"frozenset({'Q0VG73', 'IL1', 'Q92529'})"
"frozenset({'O14964', 'IL1', 'Q96LM9'})"
"frozenset({'O94842', 'IL1', 'P08670'})"
"frozenset({'P43351', 'IL1', 'Q06830'})"
"frozenset({'P01579', 'IL1', 'P15260'})"
"frozenset({'Q86T82', 'IL1', 'Q9UJX5'})"
"frozenset({'IL1', 'O60238', 'Q92934'})"
"frozenset({'IL1', 'Q6NSJ2', 'Q5H9I0'})"
"frozenset({'P47897', 'IL1', 'O00425'})"
"frozenset({'IL1', 'Q9ULF5', 'P16220'})"
"frozenset({'Q03113', 'IL1', 'P21731'})"
"frozenset({'IL1', 'P62993', 'Q6NVY1'})"
"frozenset({'IL1', 'P20585', 'P35244'})"
"frozenset({'Q9NVV4', 'IL1', 'P57078'})"
"frozenset({'IL1', 'Q16623', 'P15313'})"
"frozenset({'P11274', 'IL1', 'P06400'})"
"frozenset({'P13612', 'O00214', 'IL1'})"
"frozenset({'IL1', 'P30153', 'Q8IY67'})"
"frozenset({'IL1', 'P04629', 'Q8TAT6'})"
"frozenset({'Q99496', 'IL1', 'O76021'})"
"frozenset({'P46937', 'IL1', 'P35240'})"
"frozenset({'IL1', 'Q14152', 'Q04864'})"
"frozenset({'IL1', 'Q9UBG0', 'Q9NRD1'})"
"frozenset({'Q96PU5', 'IL1', 'Q9NV92'})"
"frozenset({'IL1', 'O95678', 'P38919'})"
"frozenset({'Q9NVK5', 'IL1', 'O15260'})"
"frozenset({'IL1', 'Q8IZP0', 'Q6NUN9'})"
"frozenset({'Q05682', 'IL1', 'P05161'})"
"frozenset({'Q8NAT1', 'Q9UGM1', 'IL1'})"
"frozenset({'IL1', 'A1L0T0', 'P07910'})"
"frozenset({'IL1', 'P62140', 'Q14247'})"
"frozenset({'IL1', 'O43791', 'Q9Y4K3'})"
"frozenset({'Q15796', 'IL1', 'Q9H160'})"
"frozenset({'Q15628', 'IL1', 'P23396'})"
"frozenset({'P56880', 'IL1', 'O15551'})"
"frozenset({'Q2TAL6', 'IL1', 'Q9H0I2'})"
"frozenset({'IL1', 'Q16620', 'P00519'})"
"frozenset({'IL1', 'P59768', 'P48544'})"
"frozenset({'P34897', 'IL1', 'Q5W0Q7'})"
"frozenset({'IL1', 'O75665', 'Q01130'})"
"frozenset({'Q13480', 'IL1', 'O75791'})"
"frozenset({'IL1', 'Q32P28', 'Q6UWE0'})"
"frozenset({'P40337', 'IL1', 'P49755'})"
"frozenset({'IL1', 'Q8N8U2', 'Q5MJ10'})"
"frozenset({'IL1', 'O15530', 'P05067'})"
"frozenset({'IL1', 'P0DPB6', 'P05423'})"
"frozenset({'O95402', 'IL1', 'Q9UHB7'})"
"frozenset({'O60318', 'IL1', 'O15198'})"
"frozenset({'Q8IVS8', 'IL1', 'P19012'})"
"frozenset({'IL1', 'P49643', 'Q14181'})"
"frozenset({'IL1', 'P62826', 'Q96KQ4'})"
