negatives
"frozenset({'IL2', 'P24941', 'Q8N3V7'})"
"frozenset({'P42830', 'P03956', 'IL2'})"
"frozenset({'P43365', 'Q9UGP5', 'IL2'})"
"frozenset({'IL2', 'P21108', 'P60891'})"
"frozenset({'Q96BY2', 'P18146', 'IL2'})"
"frozenset({'P43897', 'P49917', 'IL2'})"
"frozenset({'IL2', 'Q9P2B4', 'O14964'})"
"frozenset({'P02751', 'Q99729', 'IL2'})"
"frozenset({'A6NMZ7', 'P18084', 'IL2'})"
"frozenset({'P13640', 'P58062', 'IL2'})"
"frozenset({'IL2', 'P49639', 'Q14990'})"
"frozenset({'P29692', 'P78545', 'IL2'})"
"frozenset({'Q8NFH5', 'Q99567', 'IL2'})"
"frozenset({'Q5VWX1', 'P0DMM9', 'IL2'})"
"frozenset({'Q99496', 'Q9H501', 'IL2'})"
"frozenset({'P30876', 'P0CAP1', 'IL2'})"
"frozenset({'Q93050', 'P48047', 'IL2'})"
"frozenset({'IL2', 'O95297', 'Q9UQB8'})"
"frozenset({'P27708', 'Q9GZQ8', 'IL2'})"
"frozenset({'Q15008', 'O00487', 'IL2'})"
"frozenset({'IL2', 'Q4G176', 'Q5BKU9'})"
"frozenset({'IL2', 'P62195', 'P28074'})"
"frozenset({'Q5VU43', 'Q6P597', 'IL2'})"
"frozenset({'P15882', 'Q8IXI1', 'IL2'})"
"frozenset({'Q9NXF1', 'Q9NRC8', 'IL2'})"
"frozenset({'IL2', 'Q16659', 'Q8NAV1'})"
"frozenset({'Q96CG3', 'Q9Y3M8', 'IL2'})"
"frozenset({'IL2', 'Q13535', 'P0C1Z6'})"
"frozenset({'Q96NT1', 'Q9Y5P4', 'IL2'})"
"frozenset({'IL2', 'P39019', 'P08708'})"
"frozenset({'IL2', 'P54257', 'Q9H7E9'})"
"frozenset({'Q9UKX5', 'P26010', 'IL2'})"
"frozenset({'IL2', 'P62495', 'Q9Y2A7'})"
"frozenset({'P63027', 'IL2', 'P60880'})"
"frozenset({'O94916', 'P53794', 'IL2'})"
"frozenset({'Q9BXR0', 'Q05516', 'IL2'})"
"frozenset({'Q8NGD4', 'P25098', 'IL2'})"
"frozenset({'Q16881', 'Q15717', 'IL2'})"
"frozenset({'Q9HCE1', 'Q8TAT6', 'IL2'})"
"frozenset({'O95760', 'O14980', 'IL2'})"
"frozenset({'Q8IYX7', 'Q9H7L2', 'IL2'})"
"frozenset({'Q7L5Y9', 'Q9NWU2', 'IL2'})"
"frozenset({'Q14012', 'P11802', 'IL2'})"
"frozenset({'Q4U2R6', 'Q7Z7F7', 'IL2'})"
"frozenset({'Q92734', 'P55735', 'IL2'})"
"frozenset({'Q86YD3', 'Q13443', 'IL2'})"
"frozenset({'Q8N0X7', 'O75208', 'IL2'})"
"frozenset({'O43609', 'P50222', 'IL2'})"
"frozenset({'IL2', 'Q71U36', 'O75015'})"
"frozenset({'P04629', 'Q06265', 'IL2'})"
"frozenset({'IL2', 'P18077', 'P62910'})"
"frozenset({'IL2', 'P55072', 'P42858'})"
"frozenset({'Q15022', 'Q08999', 'IL2'})"
"frozenset({'Q9UKT9', 'P55040', 'IL2'})"
"frozenset({'Q15007', 'Q16600', 'IL2'})"
"frozenset({'P42768', 'P07948', 'IL2'})"
"frozenset({'Q13451', 'P00540', 'IL2'})"
"frozenset({'IL2', 'P35222', 'P28827'})"
"frozenset({'P61962', 'IL2', 'A2A3K4'})"
"frozenset({'IL2', 'Q15654', 'Q6ZU80'})"
"frozenset({'P48729', 'Q99835', 'IL2'})"
"frozenset({'P08254', 'P01033', 'IL2'})"
"frozenset({'Q9UBU8', 'P63261', 'IL2'})"
"frozenset({'Q99996', 'Q8NI27', 'IL2'})"
"frozenset({'IL2', 'Q12830', 'O75643'})"
"frozenset({'P60866', 'P05387', 'IL2'})"
"frozenset({'Q86YV6', 'P19105', 'IL2'})"
"frozenset({'IL2', 'P17844', 'P09651'})"
"frozenset({'IL2', 'O95793', 'P62330'})"
"frozenset({'P62158', 'O00159', 'IL2'})"
"frozenset({'Q92905', 'Q96A33', 'IL2'})"
"frozenset({'P06748', 'P35968', 'IL2'})"
"frozenset({'P35637', 'P63104', 'IL2'})"
"frozenset({'P27824', 'O94905', 'IL2'})"
"frozenset({'Q9Y5E8', 'IL2', 'Q6UUV7'})"
"frozenset({'Q9P2G3', 'Q9UF56', 'IL2'})"
"frozenset({'P38398', 'Q13148', 'IL2'})"
"frozenset({'O75530', 'P20700', 'IL2'})"
